LLACx	LLACy	LLACz	LLGYx	LLGYy	LLGYz	LMACx	LMACy	LMACz	LMGYx	LMGYy	LMGYz	RLACx	RLACy	RLACz	RLGYx	RLGYy	RLGYz	RMACx	RMACy	RMACz	RMGYx	RMGYy	RMGYz
-10.00	-1040.00	180.00	0.43	-0.85	1.46	-80.00	-910.00	-160.00	-0.55	0.12	0.61	100.00	-880.00	-470.00	-0.43	-0.67	0.18	60.00	-950.00	400.00	0.49	-0.12	0.98
80.00	-1030.00	-10.00	-0.67	-0.91	2.50	90.00	-900.00	-160.00	-1.40	-0.18	0.18	20.00	-900.00	-420.00	-1.40	3.78	-5.73	60.00	-950.00	400.00	1.40	-2.20	-1.34
80.00	-1040.00	-20.00	-0.79	-1.28	2.56	90.00	-900.00	-160.00	-1.46	-0.06	0.12	20.00	-900.00	-420.00	-1.10	4.09	-6.40	-20.00	-910.00	470.00	1.16	-1.95	-1.28
70.00	-1040.00	-10.00	-0.79	-1.52	2.44	100.00	-900.00	-160.00	-1.52	0.12	0.12	20.00	-900.00	-420.00	-1.10	3.90	-6.40	-10.00	-920.00	470.00	0.79	-2.01	-1.34
80.00	-1030.00	-20.00	-0.85	-1.40	2.26	100.00	-890.00	-170.00	-1.52	0.30	0.24	20.00	-900.00	-430.00	-0.91	3.11	-5.67	0.00	-940.00	460.00	0.61	-1.95	-1.59
70.00	-1030.00	-20.00	-1.10	-1.65	1.83	90.00	-900.00	-170.00	-1.65	0.24	0.18	20.00	-900.00	-410.00	-0.79	2.32	-4.45	-0.00	-950.00	460.00	0.55	-1.77	-1.83
70.00	-1040.00	-20.00	-1.28	-1.71	1.28	100.00	-900.00	-170.00	-1.71	0.30	0.24	10.00	-900.00	-430.00	-0.43	1.77	-3.35	-0.00	-940.00	460.00	0.61	-1.71	-2.01
70.00	-1040.00	-20.00	-1.59	-1.95	1.04	100.00	-900.00	-170.00	-1.77	0.12	0.24	20.00	-900.00	-420.00	-0.79	1.40	-2.87	-0.00	-940.00	460.00	0.73	-1.71	-2.20
70.00	-1040.00	-20.00	-1.65	-2.20	1.04	90.00	-890.00	-160.00	-1.95	0.06	0.18	30.00	-910.00	-430.00	-0.79	1.10	-2.38	-10.00	-930.00	460.00	0.85	-1.65	-2.20
70.00	-1040.00	-20.00	-1.59	-2.20	1.04	100.00	-900.00	-160.00	-2.13	-0.24	0.30	50.00	-920.00	-430.00	-0.91	1.10	-2.38	-10.00	-920.00	470.00	0.79	-1.52	-2.01
