LLACx	LLACy	LLACz	LLGYx	LLGYy	LLGYz	LMACx	LMACy	LMACz	LMGYx	LMGYy	LMGYz	RLACx	RLACy	RLACz	RLGYx	RLGYy	RLGYz	RMACx	RMACy	RMACz	RMGYx	RMGYy	RMGYz
-80.00	-30.00	1060.00	0.55	-0.73	1.04	-50.00	60.00	1070.00	-0.37	0.06	0.43	-20.00	-20.00	1020.00	0.00	-0.49	0.06	-10.00	-0.00	1110.00	0.61	-0.30	0.73
-0.00	-1040.00	170.00	0.67	-0.67	1.59	-70.00	-910.00	-160.00	-0.37	-0.06	0.55	110.00	-880.00	-470.00	0.00	-0.73	0.30	70.00	-940.00	400.00	0.67	-0.24	0.61
-10.00	-1040.00	170.00	0.67	-0.85	1.46	-80.00	-910.00	-150.00	-0.37	-0.06	0.55	110.00	-880.00	-460.00	0.12	-0.67	0.24	70.00	-940.00	400.00	0.73	-0.18	0.91
-10.00	-1040.00	170.00	0.61	-0.98	1.28	-70.00	-910.00	-160.00	-0.37	0.00	0.61	110.00	-890.00	-470.00	0.12	-0.67	0.18	70.00	-940.00	410.00	0.79	-0.18	0.98
-10.00	-1040.00	180.00	0.61	-1.04	1.22	-70.00	-910.00	-160.00	-0.37	0.00	0.55	110.00	-880.00	-470.00	0.18	-0.67	0.18	70.00	-940.00	400.00	0.98	-0.24	0.91
-10.00	-1040.00	170.00	0.67	-1.16	1.16	-70.00	-910.00	-160.00	-0.43	-0.06	0.55	100.00	-880.00	-460.00	0.24	-0.61	0.12	70.00	-950.00	400.00	0.85	-0.24	0.91
-10.00	-1040.00	170.00	0.61	-1.04	1.28	-70.00	-910.00	-160.00	-0.43	-0.06	0.55	110.00	-880.00	-470.00	0.37	-0.61	0.12	70.00	-950.00	400.00	0.85	-0.24	0.91
-10.00	-1040.00	170.00	0.55	-0.98	1.28	-80.00	-910.00	-150.00	-0.37	0.06	0.61	110.00	-880.00	-460.00	0.24	-0.73	0.18	70.00	-940.00	400.00	0.85	-0.30	0.85
-10.00	-1050.00	170.00	0.67	-0.98	1.22	-70.00	-900.00	-150.00	-0.30	0.06	0.61	100.00	-880.00	-460.00	0.18	-0.61	0.12	70.00	-940.00	410.00	0.91	-0.30	0.91
-10.00	-1040.00	180.00	0.67	-0.98	1.28	-70.00	-910.00	-160.00	-0.43	0.00	0.55	110.00	-880.00	-460.00	0.24	-0.61	0.18	70.00	-940.00	400.00	0.85	-0.24	0.85
-10.00	-1040.00	180.00	0.61	-1.04	1.34	-80.00	-910.00	-160.00	-0.49	0.00	0.61	100.00	-880.00	-470.00	0.18	-0.73	0.24	70.00	-940.00	410.00	0.79	-0.18	0.79
