LLACx	LLACy	LLACz	LLGYx	LLGYy	LLGYz	LMACx	LMACy	LMACz	LMGYx	LMGYy	LMGYz	RLACx	RLACy	RLACz	RLGYx	RLGYy	RLGYz	RMACx	RMACy	RMACz	RMGYx	RMGYy	RMGYz
-70.00	-40.00	1070.00	0.37	-0.98	1.16	-40.00	60.00	1070.00	-0.49	-0.06	0.43	-10.00	-10.00	1010.00	-0.06	-0.30	-0.06	-0.00	20.00	1100.00	0.61	-0.24	0.79
-240.00	-1020.00	250.00	0.18	-0.24	1.34	130.00	-860.00	-280.00	-1.22	1.10	1.04	-170.00	-950.00	-290.00	-0.43	3.11	1.16	370.00	-930.00	120.00	-0.30	-0.37	1.46
-240.00	-1020.00	260.00	0.12	-0.30	1.40	130.00	-860.00	-280.00	-1.28	1.28	1.04	-170.00	-950.00	-290.00	-0.24	2.26	0.91	370.00	-930.00	120.00	-0.18	-0.24	1.46
-240.00	-1020.00	260.00	0.24	-0.43	1.46	130.00	-860.00	-280.00	-1.10	1.22	0.98	-170.00	-950.00	-290.00	-0.18	2.26	0.91	370.00	-930.00	120.00	0.18	-0.49	1.52
-240.00	-1020.00	250.00	0.43	-0.37	1.52	130.00	-860.00	-280.00	-1.10	1.22	0.91	-170.00	-960.00	-290.00	-0.18	2.26	0.98	370.00	-930.00	120.00	0.49	-0.61	1.65
-240.00	-1010.00	260.00	0.43	-0.37	1.59	130.00	-860.00	-280.00	-1.04	1.34	1.04	-170.00	-950.00	-290.00	0.06	2.20	1.10	360.00	-930.00	120.00	0.73	-0.67	1.89
-240.00	-1020.00	250.00	0.49	-0.30	1.59	130.00	-860.00	-280.00	-0.98	1.10	1.04	-160.00	-950.00	-300.00	-0.06	2.56	1.46	360.00	-930.00	120.00	0.73	-0.73	2.01
-240.00	-1020.00	260.00	0.43	-0.30	1.52	130.00	-860.00	-280.00	-0.91	1.22	1.04	-160.00	-950.00	-300.00	0.12	2.50	1.59	370.00	-930.00	120.00	0.85	-0.73	1.71
-240.00	-1020.00	260.00	0.61	-0.12	1.65	130.00	-860.00	-280.00	-0.73	1.10	1.34	-170.00	-950.00	-300.00	0.24	1.95	1.59	370.00	-930.00	110.00	0.91	-0.85	1.71
-240.00	-1020.00	250.00	0.61	-0.24	1.77	130.00	-860.00	-280.00	-0.61	1.10	1.34	-170.00	-950.00	-290.00	0.18	1.59	1.46	370.00	-940.00	120.00	1.22	-0.91	1.71
-240.00	-1020.00	250.00	0.61	-0.37	1.89	130.00	-860.00	-280.00	-0.61	1.04	1.34	-170.00	-950.00	-300.00	0.06	1.22	1.34	370.00	-930.00	120.00	1.40	-0.91	1.65
-240.00	-1020.00	260.00	0.98	-0.12	2.01	120.00	-860.00	-280.00	-0.30	0.91	1.40	-160.00	-960.00	-290.00	0.12	0.73	1.22	360.00	-930.00	120.00	1.77	-0.85	1.46
-230.00	-1020.00	250.00	0.85	-0.24	2.01	130.00	-860.00	-280.00	-0.30	0.85	1.40	-160.00	-950.00	-300.00	0.24	0.30	1.04	360.00	-930.00	120.00	1.89	-0.79	1.34
-230.00	-1020.00	250.00	1.04	-0.43	2.07	130.00	-860.00	-280.00	-0.18	0.79	1.52	-160.00	-950.00	-300.00	0.43	0.18	0.85	360.00	-930.00	120.00	1.83	-0.79	1.28
-240.00	-1010.00	250.00	1.04	-0.79	2.20	130.00	-860.00	-280.00	-0.18	0.73	1.52	-170.00	-950.00	-300.00	0.30	0.00	0.85	360.00	-930.00	110.00	1.89	-0.85	1.22
-230.00	-1020.00	250.00	1.10	-0.79	2.26	130.00	-860.00	-280.00	0.00	0.73	1.52	-160.00	-950.00	-290.00	0.30	0.00	0.85	360.00	-930.00	110.00	2.07	-0.91	1.34
-240.00	-1020.00	260.00	1.22	-0.79	2.26	130.00	-860.00	-290.00	0.06	0.73	1.52	-160.00	-950.00	-300.00	0.18	-1.40	1.16	360.00	-930.00	120.00	2.13	-0.98	1.40
-240.00	-1020.00	250.00	1.22	-0.98	2.38	130.00	-860.00	-280.00	0.06	0.55	1.46	-170.00	-950.00	-300.00	0.00	-1.46	1.28	360.00	-930.00	120.00	2.13	-1.04	1.46
-240.00	-1020.00	250.00	1.16	-0.91	2.26	130.00	-860.00	-290.00	0.18	0.37	1.46	-170.00	-950.00	-300.00	0.00	-1.46	1.28	360.00	-930.00	120.00	2.20	-1.22	1.40
-240.00	-1020.00	250.00	1.10	-0.98	2.20	130.00	-860.00	-280.00	0.37	0.12	1.34	-160.00	-940.00	-300.00	0.00	-1.46	1.28	360.00	-930.00	120.00	2.20	-1.40	1.34
-240.00	-1020.00	250.00	1.10	-1.10	2.32	130.00	-860.00	-280.00	0.49	0.00	1.28	-160.00	-950.00	-300.00	0.00	-1.71	1.46	360.00	-930.00	120.00	2.32	-1.46	1.46
-240.00	-1020.00	250.00	1.10	-1.10	2.32	130.00	-860.00	-280.00	0.55	-0.12	1.16	-160.00	-950.00	-290.00	0.00	-1.71	1.46	360.00	-930.00	120.00	2.44	-1.46	1.65
-240.00	-1020.00	250.00	1.16	-1.28	2.26	130.00	-860.00	-280.00	0.79	-0.24	1.22	-160.00	-950.00	-290.00	-0.12	-1.46	1.46	360.00	-930.00	120.00	2.32	-1.65	1.59
-240.00	-1020.00	250.00	1.28	-1.52	2.13	130.00	-860.00	-280.00	0.91	-0.43	1.16	-170.00	-950.00	-290.00	-0.06	-1.22	1.52	360.00	-930.00	120.00	2.56	-1.59	1.52
-240.00	-1010.00	250.00	1.10	-2.20	1.77	130.00	-860.00	-280.00	0.85	-0.43	1.22	-170.00	-950.00	-290.00	-0.06	-1.22	1.52	360.00	-930.00	120.00	2.56	-1.59	1.71
-240.00	-1010.00	250.00	1.10	-2.20	1.77	120.00	-860.00	-280.00	0.85	-0.43	1.04	-170.00	-950.00	-290.00	0.06	-1.10	1.59	360.00	-930.00	130.00	2.38	-1.59	1.65
-250.00	-1020.00	250.00	1.16	-2.13	1.71	130.00	-860.00	-280.00	0.91	-0.43	0.79	-170.00	-950.00	-300.00	0.06	-1.59	1.59	360.00	-930.00	120.00	2.26	-1.46	1.59
-250.00	-1020.00	250.00	1.28	-2.01	1.65	130.00	-860.00	-290.00	1.04	-0.79	0.55	-170.00	-950.00	-300.00	0.06	-1.59	1.59	360.00	-930.00	120.00	2.32	-1.52	1.59
-240.00	-1020.00	250.00	1.28	-2.01	1.65	130.00	-860.00	-280.00	1.22	-0.98	0.55	-170.00	-950.00	-300.00	0.00	-2.13	1.59	360.00	-930.00	120.00	2.44	-1.46	1.46
-240.00	-1020.00	250.00	1.10	-1.83	1.52	130.00	-860.00	-280.00	1.16	-0.98	0.49	-170.00	-950.00	-300.00	0.00	-2.13	1.59	360.00	-930.00	120.00	2.44	-1.52	1.59
-240.00	-1020.00	250.00	0.98	-1.65	1.52	130.00	-860.00	-280.00	1.16	-0.98	0.49	-170.00	-950.00	-290.00	0.12	-2.32	1.40	360.00	-930.00	120.00	2.44	-1.71	1.59
-240.00	-1010.00	260.00	0.98	-1.65	1.52	130.00	-850.00	-290.00	1.16	-0.85	0.43	-170.00	-950.00	-300.00	0.12	-2.32	1.40	360.00	-930.00	120.00	2.38	-1.65	1.46
-240.00	-1020.00	260.00	0.85	-1.52	1.52	130.00	-860.00	-280.00	1.10	-0.73	0.43	-170.00	-950.00	-300.00	0.12	-2.07	1.34	360.00	-930.00	120.00	2.50	-1.59	1.40
-240.00	-1020.00	260.00	0.85	-1.52	1.52	130.00	-860.00	-280.00	0.98	-0.61	0.37	-170.00	-950.00	-300.00	0.12	-2.07	1.34	360.00	-930.00	130.00	2.50	-1.59	1.34
-240.00	-1010.00	260.00	0.85	-1.52	1.52	130.00	-860.00	-280.00	0.91	-0.79	0.37	-170.00	-950.00	-300.00	0.06	-2.20	1.28	360.00	-930.00	120.00	2.38	-1.65	1.46
-240.00	-1010.00	250.00	0.85	-1.40	1.34	130.00	-860.00	-280.00	0.91	-0.67	0.43	-170.00	-950.00	-300.00	-0.12	-2.07	1.16	360.00	-930.00	120.00	2.32	-1.59	1.46
-240.00	-1010.00	250.00	0.79	-1.46	1.28	130.00	-860.00	-280.00	0.79	-0.55	0.49	-170.00	-950.00	-300.00	-0.06	-1.46	0.98	360.00	-930.00	120.00	2.32	-1.59	1.28
-240.00	-1020.00	260.00	0.79	-1.46	1.28	130.00	-860.00	-280.00	0.85	-0.61	0.43	-170.00	-950.00	-290.00	-0.06	-1.46	0.98	360.00	-930.00	120.00	2.13	-1.46	1.46
-240.00	-1020.00	260.00	0.67	-1.34	1.16	130.00	-860.00	-280.00	0.85	-0.67	0.49	-180.00	-950.00	-290.00	-0.18	-1.40	0.79	360.00	-930.00	120.00	1.95	-1.40	1.40
-240.00	-1010.00	260.00	0.61	-1.34	1.16	130.00	-860.00	-270.00	0.55	-0.67	0.49	-180.00	-950.00	-290.00	-0.18	-1.16	0.79	360.00	-930.00	120.00	1.89	-1.28	1.34
-240.00	-1010.00	260.00	0.43	-1.16	1.04	130.00	-860.00	-280.00	0.49	-0.55	0.49	-170.00	-950.00	-290.00	0.00	-1.22	0.55	360.00	-930.00	130.00	1.77	-1.16	1.34
-240.00	-1010.00	260.00	0.43	-1.16	1.04	130.00	-850.00	-280.00	0.55	-0.43	0.49	-170.00	-950.00	-290.00	0.00	-1.22	0.55	360.00	-930.00	120.00	1.59	-1.10	1.28
-240.00	-1010.00	260.00	0.43	-1.16	1.04	130.00	-860.00	-280.00	0.61	-0.49	0.37	-180.00	-950.00	-290.00	-0.12	-1.10	0.49	360.00	-940.00	120.00	1.52	-1.10	1.22
-240.00	-1010.00	260.00	0.67	-1.16	1.22	130.00	-860.00	-280.00	0.55	-0.55	0.37	-180.00	-950.00	-290.00	-0.18	-0.85	0.37	360.00	-930.00	120.00	1.40	-1.10	1.22
-240.00	-1010.00	260.00	0.67	-1.16	1.22	130.00	-860.00	-270.00	0.55	-0.61	0.43	-180.00	-950.00	-300.00	-0.18	-0.85	0.37	350.00	-930.00	120.00	1.40	-1.04	1.16
-240.00	-1010.00	260.00	0.67	-1.16	1.22	130.00	-860.00	-270.00	0.37	-0.55	0.43	-180.00	-950.00	-290.00	-0.18	-0.85	0.37	360.00	-930.00	130.00	1.40	-0.85	1.22
-240.00	-1020.00	260.00	0.61	-1.28	1.28	130.00	-860.00	-280.00	0.24	-0.43	0.37	-180.00	-950.00	-290.00	-0.18	-0.79	0.37	350.00	-930.00	120.00	1.28	-0.85	1.22
-240.00	-1020.00	260.00	0.61	-1.10	1.34	130.00	-860.00	-280.00	0.24	-0.55	0.24	-180.00	-940.00	-290.00	-0.43	-1.04	0.49	360.00	-930.00	130.00	1.16	-0.79	1.16
-240.00	-1020.00	260.00	0.61	-1.10	1.34	130.00	-860.00	-280.00	0.18	-0.55	0.24	-180.00	-940.00	-290.00	-0.49	-0.61	0.37	360.00	-930.00	130.00	1.10	-0.73	1.04
-240.00	-1010.00	250.00	0.55	-0.98	1.28	130.00	-860.00	-280.00	0.24	-0.49	0.30	-180.00	-940.00	-290.00	-0.49	-0.61	0.37	360.00	-930.00	120.00	1.16	-0.73	1.10
-240.00	-1010.00	260.00	0.67	-1.04	1.04	120.00	-860.00	-280.00	0.12	-0.43	0.37	-180.00	-950.00	-300.00	-0.49	-0.61	0.37	360.00	-930.00	130.00	1.16	-0.73	1.10
-240.00	-1010.00	260.00	0.67	-1.04	1.04	130.00	-860.00	-280.00	0.06	-0.24	0.30	-180.00	-950.00	-300.00	0.12	-0.73	0.00	360.00	-930.00	120.00	1.16	-0.73	1.10
-250.00	-1010.00	260.00	0.67	-1.04	1.04	130.00	-860.00	-270.00	0.00	-0.18	0.30	-180.00	-950.00	-300.00	0.12	-0.73	0.00	350.00	-940.00	130.00	1.10	-0.73	1.04
-250.00	-1010.00	260.00	0.49	-1.04	0.85	120.00	-860.00	-280.00	-0.06	-0.06	0.30	-170.00	-950.00	-300.00	0.12	-0.73	0.00	360.00	-930.00	130.00	0.98	-0.61	0.98
-250.00	-1010.00	260.00	0.49	-1.04	0.85	130.00	-860.00	-280.00	-0.12	-0.12	0.37	-180.00	-950.00	-290.00	0.12	-0.61	0.00	360.00	-930.00	130.00	0.98	-0.61	0.98
-250.00	-1010.00	260.00	0.61	-1.10	0.85	120.00	-870.00	-280.00	-0.12	-0.12	0.37	-180.00	-950.00	-300.00	0.24	-0.73	-0.06	360.00	-930.00	120.00	0.85	-0.61	0.91
-240.00	-1020.00	260.00	0.55	-1.04	0.98	120.00	-860.00	-280.00	-0.12	-0.18	0.37	-180.00	-950.00	-300.00	0.24	-0.73	-0.06	360.00	-940.00	120.00	1.04	-0.55	0.79
-240.00	-1010.00	260.00	0.55	-1.04	0.98	130.00	-850.00	-270.00	-0.06	-0.24	0.37	-180.00	-950.00	-300.00	0.24	-0.91	0.00	360.00	-940.00	120.00	1.04	-0.55	0.79
-240.00	-1010.00	260.00	0.55	-1.04	1.04	130.00	-860.00	-280.00	0.06	-0.37	0.37	-180.00	-950.00	-300.00	0.12	-0.73	-0.06	360.00	-930.00	120.00	1.04	-0.55	0.79
-240.00	-1010.00	260.00	0.61	-1.10	1.10	130.00	-860.00	-280.00	-0.06	-0.30	0.37	-180.00	-950.00	-300.00	0.12	-0.73	-0.06	360.00	-930.00	120.00	0.91	-0.61	0.73
-240.00	-1010.00	260.00	0.61	-1.10	1.10	130.00	-860.00	-280.00	0.00	-0.30	0.43	-170.00	-950.00	-300.00	0.12	-0.73	-0.06	360.00	-930.00	120.00	1.04	-0.24	0.67
-240.00	-1020.00	260.00	0.61	-1.22	1.10	130.00	-860.00	-280.00	-0.06	-0.06	0.30	-180.00	-950.00	-300.00	0.06	-0.49	0.06	360.00	-930.00	120.00	1.04	-0.24	0.67
-240.00	-1010.00	260.00	0.79	-1.16	1.22	130.00	-860.00	-280.00	-0.18	-0.06	0.24	-180.00	-950.00	-300.00	0.00	-0.61	0.00	360.00	-930.00	120.00	0.79	-0.37	0.67
-240.00	-1010.00	260.00	0.55	-0.91	1.16	130.00	-860.00	-280.00	-0.30	0.06	0.24	-180.00	-950.00	-300.00	0.00	-0.61	0.00	360.00	-930.00	130.00	0.79	-0.37	0.67
-240.00	-1010.00	250.00	0.49	-0.73	1.10	130.00	-860.00	-270.00	-0.24	0.00	0.06	-180.00	-950.00	-290.00	0.00	-0.61	0.00	360.00	-930.00	130.00	0.79	-0.37	0.67
-240.00	-1010.00	260.00	0.49	-0.73	1.10	130.00	-860.00	-280.00	-0.24	-0.06	0.00	-180.00	-950.00	-300.00	0.06	-1.04	0.06	360.00	-930.00	130.00	0.73	-0.37	0.85
-240.00	-1010.00	260.00	0.37	-0.61	1.04	130.00	-860.00	-270.00	-0.18	-0.12	0.06	-180.00	-950.00	-300.00	0.00	-0.91	0.12	360.00	-930.00	130.00	0.73	-0.37	0.85
-240.00	-1010.00	260.00	0.30	-0.55	1.04	130.00	-860.00	-280.00	-0.12	-0.24	0.00	-180.00	-950.00	-300.00	0.00	-0.91	0.12	360.00	-930.00	130.00	0.73	-0.37	0.85
-240.00	-1010.00	260.00	0.30	-0.55	1.04	130.00	-860.00	-280.00	-0.12	-0.12	0.00	-170.00	-950.00	-300.00	0.00	-0.49	0.06	360.00	-930.00	130.00	0.67	-0.18	0.91
-240.00	-1010.00	260.00	0.37	-0.61	1.04	130.00	-860.00	-270.00	-0.18	-0.06	0.12	-170.00	-950.00	-300.00	-0.06	-0.24	-0.06	360.00	-940.00	120.00	0.67	-0.18	0.91
-240.00	-1020.00	250.00	0.37	-0.61	1.04	120.00	-860.00	-280.00	-0.18	-0.06	0.24	-170.00	-950.00	-300.00	-0.06	-0.24	-0.06	360.00	-940.00	120.00	0.67	-0.18	0.91
-240.00	-1010.00	260.00	0.37	-0.49	1.04	120.00	-860.00	-280.00	-0.18	-0.06	0.24	-180.00	-950.00	-300.00	-0.06	-0.18	-0.06	360.00	-940.00	120.00	0.67	-0.18	0.91
-240.00	-1010.00	260.00	0.37	-0.49	1.04	130.00	-860.00	-280.00	-0.06	-0.06	0.43	-180.00	-950.00	-290.00	-0.06	-0.30	-0.06	360.00	-930.00	130.00	0.73	-0.37	0.91
-240.00	-1010.00	260.00	0.37	-0.49	1.04	130.00	-860.00	-280.00	0.00	-0.06	0.43	-180.00	-950.00	-290.00	-0.06	-0.30	-0.06	360.00	-930.00	130.00	0.73	-0.37	0.91
-240.00	-1010.00	260.00	0.37	-0.73	0.98	130.00	-860.00	-280.00	-0.06	-0.12	0.43	-180.00	-950.00	-290.00	-0.06	-0.49	-0.18	360.00	-930.00	130.00	0.73	-0.37	0.91
-240.00	-1010.00	260.00	0.37	-0.73	0.98	130.00	-860.00	-280.00	0.00	0.00	0.49	-180.00	-950.00	-300.00	-0.06	-0.49	-0.18	360.00	-930.00	120.00	0.73	-0.37	0.91
-240.00	-1020.00	260.00	0.37	-0.73	0.98	130.00	-860.00	-280.00	0.00	0.00	0.49	-180.00	-950.00	-300.00	-0.12	-0.55	-0.30	360.00	-940.00	120.00	0.61	-0.24	0.98
-240.00	-1010.00	250.00	0.43	-0.73	0.98	130.00	-860.00	-280.00	0.00	0.00	0.49	-180.00	-950.00	-300.00	-0.12	-0.55	-0.30	360.00	-940.00	120.00	0.61	-0.24	0.98
-240.00	-1010.00	250.00	0.49	-0.79	1.04	130.00	-860.00	-270.00	-0.12	0.06	0.43	-180.00	-940.00	-300.00	0.00	-0.43	-0.49	360.00	-940.00	120.00	0.61	-0.24	0.98
-240.00	-1020.00	260.00	0.49	-0.79	1.04	130.00	-860.00	-270.00	-0.24	0.18	0.30	-180.00	-940.00	-300.00	-0.06	-0.37	-0.55	360.00	-930.00	120.00	0.49	-0.06	0.79
-240.00	-1020.00	260.00	0.43	-0.79	0.98	130.00	-870.00	-270.00	-0.24	0.18	0.30	-180.00	-940.00	-300.00	-0.06	-0.37	-0.55	360.00	-930.00	120.00	0.49	-0.06	0.79
-250.00	-1010.00	250.00	0.37	-0.67	1.04	120.00	-860.00	-270.00	-0.37	0.06	0.37	-180.00	-940.00	-290.00	0.06	-0.12	-0.73	360.00	-930.00	120.00	0.49	-0.06	0.79
-250.00	-1010.00	250.00	0.49	-0.73	1.22	120.00	-860.00	-270.00	-0.37	0.06	0.37	-180.00	-950.00	-300.00	0.06	-0.12	-0.73	360.00	-930.00	130.00	0.55	0.00	0.85
-240.00	-1010.00	260.00	0.49	-0.73	1.22	130.00	-860.00	-280.00	-0.37	0.06	0.37	-180.00	-950.00	-300.00	0.06	-0.12	-0.85	360.00	-930.00	130.00	0.55	-0.12	0.85
-250.00	-1020.00	260.00	0.49	-0.73	1.22	130.00	-860.00	-280.00	-0.37	0.18	0.43	-180.00	-950.00	-290.00	0.06	-0.12	-0.85	360.00	-930.00	130.00	0.55	-0.12	0.85
-250.00	-1020.00	260.00	0.61	-0.73	1.28	130.00	-860.00	-280.00	-0.43	0.18	0.43	-180.00	-950.00	-290.00	0.30	-0.12	-1.04	360.00	-930.00	130.00	0.49	-0.12	0.61
-250.00	-1020.00	260.00	0.49	-0.73	1.40	130.00	-870.00	-280.00	-0.43	0.18	0.43	-180.00	-950.00	-300.00	0.30	-0.12	-1.04	350.00	-930.00	120.00	0.37	-0.12	0.55
-240.00	-1020.00	260.00	0.37	-0.67	1.40	130.00	-860.00	-280.00	-0.49	0.12	0.43	-180.00	-950.00	-300.00	0.30	0.00	-1.16	350.00	-930.00	120.00	0.00	0.43	0.18
-240.00	-1020.00	260.00	0.37	-0.67	1.40	130.00	-860.00	-280.00	-0.49	0.12	0.43	-180.00	-950.00	-300.00	0.37	0.00	-1.22	360.00	-930.00	120.00	0.00	0.43	0.18
-240.00	-1020.00	260.00	0.37	-0.67	1.40	130.00	-860.00	-280.00	-0.55	0.30	0.49	-180.00	-950.00	-300.00	0.37	0.00	-1.22	360.00	-930.00	120.00	-0.06	0.67	0.00
-240.00	-1020.00	260.00	0.43	-0.91	1.34	130.00	-860.00	-270.00	-0.55	0.30	0.49	-180.00	-940.00	-300.00	0.37	0.00	-1.22	360.00	-930.00	120.00	-0.06	0.67	0.00
-240.00	-1020.00	250.00	0.43	-0.79	1.46	130.00	-860.00	-280.00	-0.49	0.12	0.43	-180.00	-950.00	-300.00	0.37	0.06	-1.28	360.00	-930.00	120.00	-0.18	0.91	0.00
-240.00	-1010.00	260.00	0.43	-0.79	1.46	130.00	-860.00	-280.00	-0.55	0.12	0.30	-180.00	-950.00	-300.00	0.49	-0.18	-1.22	360.00	-930.00	120.00	-0.18	0.91	0.00
-240.00	-1010.00	260.00	0.43	-0.79	1.40	130.00	-860.00	-280.00	-0.55	0.12	0.30	-180.00	-950.00	-300.00	0.49	-0.18	-1.22	360.00	-940.00	120.00	-0.06	0.67	-0.06
-240.00	-1010.00	260.00	0.49	-0.91	1.28	130.00	-870.00	-270.00	-0.61	0.18	0.49	-180.00	-950.00	-300.00	0.49	-0.18	-1.22	360.00	-940.00	130.00	-0.06	0.67	-0.06
-240.00	-1010.00	260.00	0.49	-0.91	1.28	130.00	-870.00	-270.00	-0.61	0.18	0.49	-180.00	-950.00	-300.00	0.43	-0.67	-1.22	360.00	-940.00	130.00	-0.06	0.67	-0.06
-240.00	-1010.00	260.00	0.61	-0.79	1.52	130.00	-870.00	-270.00	-0.61	0.12	0.37	-180.00	-950.00	-300.00	0.49	-0.61	-0.91	360.00	-930.00	120.00	0.00	0.55	0.06
-240.00	-1010.00	260.00	0.67	-0.79	1.52	130.00	-860.00	-280.00	-0.67	0.30	0.37	-170.00	-950.00	-300.00	0.30	-0.49	-0.55	360.00	-930.00	120.00	0.12	0.43	0.18
-240.00	-1020.00	260.00	0.67	-0.79	1.52	130.00	-860.00	-270.00	-0.73	0.24	0.49	-180.00	-950.00	-300.00	0.30	-0.49	-0.55	360.00	-940.00	120.00	0.12	0.43	0.18
