LLACx	LLACy	LLACz	LLGYx	LLGYy	LLGYz	LMACx	LMACy	LMACz	LMGYx	LMGYy	LMGYz	RLACx	RLACy	RLACz	RLGYx	RLGYy	RLGYz	RMACx	RMACy	RMACz	RMGYx	RMGYy	RMGYz	y	mass
1353.514286	797.435238	154.133333	1.405743	-22.177143	34.050476	1403.371429	-503.352381	-15.184381	-10.336011	42.468190	-33.456667	1347.333333	-212.323810	-154.714286	-7.741571	10.749095	-101.072857	1345.619048	-176.614286	-190.883333	8.851524	11.143333	100.148571	0.000078	85.800000
1524.523810	846.929524	264.771429	-18.781571	-15.870952	28.951429	1490.523810	-543.642857	36.080762	-15.329571	40.641095	-22.798571	1400.809524	-266.566667	-171.680952	-10.317571	11.993952	-105.249048	1418.380952	-180.930476	-201.236190	8.864190	10.379048	104.818571	0.001786	85.800000
1495.857143	459.529524	164.928571	-45.881333	-15.910000	35.073810	1454.571429	-177.085714	33.317238	-28.992619	20.131524	-22.514762	1420.000000	-309.938095	-216.585714	-11.220905	12.395143	-110.667619	1463.809524	-165.420952	-169.104762	10.846381	10.419524	109.911429	0.003796	85.800000
1382.333333	-151.842857	-45.995238	-69.542476	-21.097143	51.208571	1352.142857	279.482857	-155.019238	-43.414381	-3.971571	-37.944762	1432.238095	-337.914286	-277.695238	-11.507524	12.340571	-116.537143	1505.952381	-111.722857	-130.000000	13.972762	10.822857	114.940000	0.005968	85.800000
1362.952381	-518.247619	-185.785714	-68.220667	-30.279524	67.080476	1393.952381	357.101905	-337.350095	-48.391905	-19.057905	-58.853810	1456.047619	-391.876190	-358.561905	-14.067619	11.552762	-122.504762	1614.619048	-3.512381	-86.444762	15.136667	12.285238	119.990476	0.008037	85.800000
1340.476190	-514.648571	-257.561905	-45.315333	-40.147619	69.713333	1463.895238	218.694286	-340.958667	-52.196857	-8.598905	-71.293333	1520.619048	-433.447619	-438.166667	-18.434762	9.379076	-128.880952	1784.190476	91.615238	-52.547143	13.009000	16.272857	125.414286	0.009775	85.800000
1289.785714	-408.908095	-229.504762	-16.313524	-43.029048	62.470000	1346.652381	127.940952	-259.100000	-43.727000	12.778762	-74.191429	1616.904762	-456.704762	-474.633333	-27.293810	6.273867	-134.738095	1952.428571	203.417143	-55.370476	5.773714	22.833810	132.019048	0.012701	85.800000
1179.028571	-236.078095	-247.714286	6.814857	-40.261429	54.377619	1160.109524	80.951429	-75.500000	-25.351143	23.287857	-68.991905	1714.000000	-437.352381	-479.419048	-42.638095	2.214086	-138.338095	2084.095238	318.907619	-93.722000	-7.804619	32.105238	139.071429	0.014750	85.800000
987.723810	-83.096667	-334.438095	18.850286	-37.118095	47.499524	973.404762	141.940000	136.852381	-14.896190	22.067333	-62.361905	1761.666667	-392.090476	-456.857143	-65.612857	0.862838	-139.276190	2068.666667	356.394286	-113.162952	-28.345524	42.863810	146.880952	0.015390	85.800000
865.885714	64.440952	-396.447619	22.998000	-33.769524	43.520000	852.052381	114.792381	280.942857	-5.196000	17.249619	-59.358095	1696.952381	-375.919048	-423.309524	-92.762857	2.222410	-138.580952	1903.571429	325.603810	-104.000190	-52.199952	53.694286	155.157143	0.016037	85.800000
849.580952	156.989524	-381.685714	24.098476	-31.995238	42.090000	839.509524	11.084762	356.362857	5.339429	7.410095	-58.437143	1507.952381	-391.976190	-393.333333	-115.316667	6.202133	-139.061905	1624.400000	157.312381	-52.495143	-72.368667	61.694762	162.485714	0.016812	85.800000
869.071429	86.439048	-396.344762	26.853333	-29.448095	39.225714	868.009524	-36.381714	288.641429	16.778190	-0.275238	-56.463333	1298.428571	-320.680952	-411.000000	-120.963333	9.192819	-143.290476	1318.123810	-98.532381	43.677429	-77.164286	62.838095	168.942857	0.016533	85.800000
898.195238	-7.260000	-328.311905	39.196190	-26.774286	34.438095	920.133333	-65.912905	126.286667	31.405190	-3.304971	-53.232381	1178.380952	-179.190476	-421.652381	-116.148571	13.849219	-148.471429	1062.752381	-322.678095	153.358952	-72.470000	56.463333	172.976190	0.016598	85.800000
945.261905	-12.853333	-213.575714	54.077143	-24.914286	28.985238	983.585714	-60.232000	1.981429	43.277714	-1.090567	-49.209524	1179.000000	105.228571	-423.490476	-105.360952	20.826857	-153.109524	928.466667	-573.215238	218.462667	-62.482857	43.067429	176.252381	0.016880	85.800000
990.809524	49.026667	-96.336190	60.190952	-24.360000	25.412381	1011.647619	2.805762	-79.801905	44.113429	0.291295	-47.423810	1210.661905	374.057143	-411.052381	-100.163810	29.537143	-156.638095	903.452381	-713.348571	208.558238	-57.266667	24.913857	179.390476	0.017954	85.800000
1047.128571	177.999048	21.159524	56.069619	-25.213810	25.610476	1043.595238	23.001810	-131.133810	34.480810	0.919614	-48.545238	1145.919048	356.957143	-351.709524	-105.629524	35.110476	-153.652381	936.552381	-610.409524	148.456476	-60.567619	16.869619	175.814286	0.019610	85.800000
