LLACx	LLACy	LLACz	LLGYx	LLGYy	LLGYz	LMACx	LMACy	LMACz	LMGYx	LMGYy	LMGYz	RLACx	RLACy	RLACz	RLGYx	RLGYy	RLGYz	RMACx	RMACy	RMACz	RMGYx	RMGYy	RMGYz
-280.00	-1020.00	-60.00	0.49	-1.59	3.48	-90.00	-890.00	-250.00	0.49	-0.67	2.80	-100.00	-1000.00	50.00	0.06	-0.30	-0.18	100.00	-910.00	460.00	0.67	0.06	1.22
-280.00	-1020.00	-60.00	0.98	-1.22	0.91	-110.00	-900.00	-180.00	-0.24	0.12	-0.24	90.00	-1000.00	-70.00	0.30	-0.67	0.18	270.00	-920.00	340.00	1.04	-0.61	0.73
-260.00	-1030.00	40.00	1.04	-1.28	0.98	-100.00	-900.00	-180.00	-0.24	0.12	-0.18	90.00	-1000.00	-70.00	0.37	-0.61	0.12	270.00	-920.00	340.00	0.98	-0.67	0.73
-260.00	-1030.00	40.00	0.98	-1.28	0.98	-100.00	-900.00	-180.00	-0.30	0.18	-0.18	90.00	-990.00	-70.00	0.37	-0.73	0.00	270.00	-920.00	340.00	1.04	-0.61	0.73
-260.00	-1030.00	50.00	1.10	-1.28	0.91	-110.00	-900.00	-180.00	-0.18	0.12	-0.18	90.00	-990.00	-70.00	0.30	-0.79	0.06	270.00	-910.00	340.00	1.10	-0.67	0.73
-260.00	-1030.00	40.00	1.16	-1.34	0.98	-110.00	-900.00	-190.00	-0.12	0.24	-0.18	90.00	-1000.00	-70.00	0.30	-0.73	0.18	270.00	-920.00	340.00	1.22	-0.67	0.79
-260.00	-1030.00	40.00	1.04	-1.34	0.85	-100.00	-910.00	-180.00	-0.12	0.24	-0.24	90.00	-990.00	-70.00	0.30	-0.61	0.18	270.00	-920.00	340.00	1.10	-0.73	0.73
-260.00	-1030.00	40.00	1.04	-1.28	0.85	-100.00	-910.00	-180.00	-0.18	0.18	-0.18	90.00	-1000.00	-70.00	0.30	-0.61	0.12	270.00	-920.00	340.00	1.10	-0.61	0.79
-260.00	-1030.00	40.00	0.98	-1.22	0.85	-110.00	-900.00	-180.00	-0.24	0.18	-0.18	90.00	-1000.00	-70.00	0.43	-0.55	0.18	270.00	-920.00	340.00	1.16	-0.55	0.85
-260.00	-1030.00	50.00	0.98	-1.16	0.85	-100.00	-910.00	-180.00	-0.24	0.18	-0.06	90.00	-990.00	-70.00	0.49	-0.49	0.12	270.00	-920.00	340.00	1.28	-0.61	0.73
-270.00	-1030.00	40.00	0.85	-1.10	0.79	-110.00	-900.00	-180.00	-0.24	0.18	-0.06	90.00	-990.00	-70.00	0.61	-0.37	0.06	270.00	-920.00	340.00	1.28	-0.55	0.67
-260.00	-1030.00	40.00	0.91	-1.04	0.67	-100.00	-900.00	-180.00	-0.18	0.18	0.00	90.00	-990.00	-70.00	0.67	-0.43	0.00	270.00	-920.00	340.00	1.34	-0.43	0.73
-260.00	-1030.00	50.00	0.98	-0.98	0.67	-100.00	-910.00	-180.00	-0.24	0.18	0.00	90.00	-990.00	-70.00	0.73	-0.37	0.00	270.00	-920.00	340.00	1.22	-0.43	0.73
-260.00	-1030.00	40.00	1.04	-0.98	0.67	-100.00	-900.00	-190.00	-0.18	0.12	-0.06	90.00	-990.00	-70.00	0.79	-0.30	-0.12	270.00	-920.00	340.00	1.46	-0.30	0.67
-260.00	-1030.00	40.00	1.04	-1.04	0.67	-100.00	-910.00	-180.00	-0.18	0.24	-0.18	90.00	-990.00	-70.00	0.91	-0.30	-0.06	270.00	-920.00	340.00	1.52	-0.37	0.61
-260.00	-1030.00	40.00	1.04	-0.98	0.73	-100.00	-910.00	-190.00	-0.30	0.18	-0.24	90.00	-1000.00	-60.00	0.79	-0.24	-0.06	270.00	-920.00	340.00	1.59	-0.24	0.61
-260.00	-1030.00	40.00	1.04	-0.91	0.79	-100.00	-900.00	-180.00	-0.30	0.18	-0.30	90.00	-990.00	-70.00	0.85	-0.24	-0.18	270.00	-920.00	340.00	1.46	-0.24	0.55
-270.00	-1030.00	40.00	1.10	-0.91	0.73	-100.00	-910.00	-180.00	-0.37	0.37	-0.43	90.00	-990.00	-70.00	0.73	-0.30	-0.24	260.00	-920.00	340.00	1.46	-0.18	0.61
-260.00	-1030.00	40.00	1.04	-0.85	0.79	-110.00	-900.00	-180.00	-0.49	0.30	-0.49	90.00	-990.00	-70.00	0.79	-0.37	-0.18	270.00	-920.00	340.00	1.46	-0.12	0.67
-260.00	-1030.00	40.00	0.98	-0.91	0.79	-100.00	-900.00	-180.00	-0.49	0.30	-0.49	90.00	-990.00	-70.00	0.79	-0.43	-0.24	270.00	-920.00	340.00	1.52	-0.18	0.67
-260.00	-1030.00	50.00	0.98	-0.98	0.91	-100.00	-900.00	-190.00	-0.43	0.43	-0.49	90.00	-990.00	-70.00	0.67	-0.30	-0.37	270.00	-920.00	340.00	1.52	-0.18	0.61
-260.00	-1030.00	40.00	0.98	-1.10	0.98	-100.00	-900.00	-180.00	-0.49	0.43	-0.61	90.00	-990.00	-70.00	0.73	-0.30	-0.43	270.00	-920.00	340.00	1.59	-0.12	0.61
-260.00	-1030.00	40.00	0.91	-0.98	1.04	-100.00	-910.00	-180.00	-0.67	0.55	-0.61	100.00	-990.00	-70.00	0.79	-0.30	-0.43	270.00	-920.00	350.00	1.59	0.00	0.61
-260.00	-1030.00	50.00	0.91	-0.98	1.04	-100.00	-910.00	-190.00	-0.67	0.61	-0.85	90.00	-990.00	-70.00	0.85	-0.43	-0.37	270.00	-920.00	340.00	1.46	-0.12	0.55
-260.00	-1030.00	50.00	0.79	-0.98	0.98	-100.00	-900.00	-180.00	-0.98	0.73	-1.10	90.00	-990.00	-70.00	0.79	-0.49	-0.30	270.00	-920.00	340.00	1.52	-0.18	0.61
-260.00	-1030.00	40.00	0.85	-0.91	0.85	-100.00	-900.00	-180.00	-1.10	0.85	-1.10	90.00	-990.00	-70.00	0.85	-0.49	-0.24	270.00	-920.00	340.00	1.52	-0.12	0.61
-260.00	-1030.00	40.00	1.10	-0.91	0.79	-100.00	-910.00	-180.00	-1.04	0.91	-0.91	90.00	-990.00	-60.00	0.91	-0.55	-0.24	270.00	-920.00	340.00	1.52	-0.18	0.55
-260.00	-1030.00	40.00	0.98	-0.85	0.67	-100.00	-910.00	-180.00	-0.98	0.98	-0.91	90.00	-990.00	-70.00	0.91	-0.49	-0.24	270.00	-920.00	350.00	1.52	-0.24	0.55
-260.00	-1030.00	40.00	0.91	-0.73	0.67	-100.00	-900.00	-190.00	-1.04	0.98	-0.98	90.00	-990.00	-60.00	0.79	-0.43	-0.30	270.00	-920.00	340.00	1.52	-0.18	0.61
-260.00	-1030.00	40.00	0.91	-0.85	0.67	-100.00	-900.00	-190.00	-0.91	0.98	-0.67	100.00	-990.00	-70.00	0.67	-0.43	-0.55	270.00	-920.00	340.00	1.52	-0.12	0.61
-260.00	-1030.00	40.00	0.85	-0.85	0.73	-90.00	-910.00	-190.00	-0.79	0.91	-0.55	90.00	-1000.00	-70.00	0.73	-0.30	-0.61	270.00	-920.00	340.00	1.52	0.00	0.43
-260.00	-1030.00	50.00	0.85	-0.79	0.79	-100.00	-900.00	-180.00	-0.85	0.73	-0.37	90.00	-990.00	-60.00	0.73	-0.24	-0.67	270.00	-920.00	340.00	1.52	0.06	0.43
-260.00	-1030.00	50.00	0.98	-0.85	0.91	-100.00	-910.00	-180.00	-0.91	0.67	-0.18	90.00	-990.00	-70.00	0.85	-0.18	-0.61	270.00	-920.00	340.00	1.59	0.12	0.49
-260.00	-1030.00	40.00	1.10	-0.79	0.85	-90.00	-910.00	-190.00	-0.91	0.73	-0.18	90.00	-1000.00	-70.00	0.85	-0.12	-0.49	270.00	-920.00	350.00	1.59	0.12	0.49
-260.00	-1030.00	50.00	1.10	-0.79	0.55	-100.00	-910.00	-180.00	-0.98	0.61	-0.06	90.00	-990.00	-60.00	0.73	-0.06	-0.49	270.00	-920.00	350.00	1.59	0.12	0.49
-270.00	-1030.00	50.00	1.04	-0.85	0.49	-100.00	-910.00	-180.00	-0.98	0.55	0.06	90.00	-990.00	-70.00	0.79	0.06	-0.49	260.00	-920.00	340.00	1.71	0.24	0.43
-260.00	-1030.00	50.00	1.10	-0.91	0.61	-100.00	-900.00	-180.00	-0.73	0.49	0.18	90.00	-990.00	-70.00	0.79	0.18	-0.37	270.00	-920.00	340.00	1.77	0.24	0.49
-260.00	-1030.00	40.00	0.91	-0.73	0.67	-100.00	-910.00	-190.00	-0.55	0.24	0.37	90.00	-990.00	-70.00	0.67	0.24	-0.43	270.00	-920.00	340.00	1.77	0.24	0.49
-260.00	-1030.00	40.00	0.73	-0.55	0.79	-90.00	-910.00	-180.00	-0.30	0.06	0.43	90.00	-990.00	-60.00	0.61	0.24	-0.55	270.00	-920.00	340.00	1.65	0.24	0.49
-260.00	-1030.00	40.00	0.73	-0.37	1.04	-90.00	-910.00	-190.00	-0.18	-0.06	0.49	100.00	-990.00	-70.00	0.67	0.49	-0.55	270.00	-920.00	340.00	1.77	0.49	0.67
-260.00	-1030.00	40.00	0.61	-0.30	1.10	-90.00	-910.00	-190.00	-0.18	-0.12	0.61	90.00	-990.00	-70.00	0.61	0.61	-0.49	270.00	-920.00	340.00	1.71	0.55	0.61
-270.00	-1030.00	40.00	0.49	-0.37	1.16	-100.00	-910.00	-180.00	-0.24	-0.12	0.79	90.00	-990.00	-60.00	0.49	0.85	-0.49	270.00	-920.00	340.00	1.71	0.55	0.61
-260.00	-1030.00	50.00	0.43	-0.61	1.28	-100.00	-910.00	-190.00	0.00	-0.12	0.79	90.00	-990.00	-60.00	0.49	1.04	-0.43	270.00	-920.00	340.00	1.65	0.61	0.79
-260.00	-1030.00	40.00	0.61	-0.67	1.34	-100.00	-910.00	-190.00	0.00	-0.12	0.67	90.00	-990.00	-70.00	0.43	1.22	-0.37	270.00	-920.00	340.00	1.65	0.67	0.85
-260.00	-1020.00	50.00	0.67	-0.73	1.28	-100.00	-910.00	-180.00	-0.06	-0.18	0.67	100.00	-990.00	-70.00	0.24	1.40	-0.37	270.00	-920.00	350.00	1.65	0.67	0.85
-260.00	-1030.00	50.00	0.61	-0.85	1.34	-100.00	-910.00	-190.00	0.00	-0.06	0.61	90.00	-990.00	-60.00	0.37	1.40	-0.18	270.00	-920.00	350.00	1.65	0.67	0.85
-260.00	-1030.00	40.00	0.73	-1.04	1.40	-100.00	-900.00	-190.00	0.00	-0.12	0.49	90.00	-990.00	-60.00	0.49	1.04	-0.12	270.00	-910.00	350.00	1.71	0.30	1.04
-260.00	-1030.00	40.00	0.79	-1.10	1.34	-100.00	-900.00	-180.00	-0.18	-0.12	0.43	90.00	-990.00	-60.00	0.55	0.67	-0.12	270.00	-910.00	350.00	1.65	0.00	0.98
-270.00	-1030.00	40.00	0.79	-1.10	1.28	-100.00	-910.00	-190.00	-0.24	-0.12	0.30	100.00	-990.00	-60.00	0.73	0.24	0.06	270.00	-910.00	350.00	1.65	0.00	0.98
-260.00	-1030.00	50.00	0.85	-1.10	1.28	-100.00	-910.00	-190.00	-0.24	0.00	0.24	90.00	-1000.00	-60.00	0.73	0.06	0.18	270.00	-920.00	350.00	1.34	-0.06	1.10
-270.00	-1030.00	50.00	0.79	-1.16	1.22	-100.00	-900.00	-180.00	-0.24	0.12	0.18	100.00	-1000.00	-60.00	0.49	0.00	-0.06	270.00	-920.00	350.00	1.22	-0.12	1.04
-260.00	-1030.00	50.00	0.85	-1.16	1.22	-100.00	-900.00	-190.00	-0.37	0.06	0.00	90.00	-990.00	-60.00	0.43	-0.18	-0.24	270.00	-920.00	350.00	1.22	-0.12	1.04
-260.00	-1040.00	40.00	0.98	-1.10	1.16	-100.00	-910.00	-180.00	-0.24	0.06	0.06	90.00	-1000.00	-60.00	0.49	-0.67	-0.49	270.00	-910.00	350.00	1.16	-0.24	0.85
-260.00	-1040.00	50.00	0.91	-1.16	1.10	-100.00	-910.00	-190.00	-0.30	0.00	0.00	100.00	-990.00	-60.00	0.43	-0.67	-0.67	270.00	-920.00	350.00	1.16	-0.12	0.67
-260.00	-1030.00	40.00	0.85	-1.16	1.22	-100.00	-900.00	-180.00	-0.24	0.06	-0.12	100.00	-990.00	-60.00	0.43	-0.91	-0.67	270.00	-920.00	350.00	1.16	-0.12	0.67
-260.00	-1030.00	40.00	0.98	-1.22	1.22	-100.00	-900.00	-180.00	-0.24	0.12	0.00	90.00	-1000.00	-60.00	0.67	-0.85	-0.61	270.00	-910.00	350.00	0.98	-0.18	0.61
-260.00	-1030.00	40.00	1.04	-1.16	1.16	-100.00	-910.00	-180.00	-0.18	0.06	0.00	90.00	-1000.00	-70.00	0.55	-0.73	-0.49	270.00	-910.00	350.00	1.10	-0.12	0.55
-260.00	-1030.00	50.00	0.85	-1.16	1.04	-100.00	-900.00	-180.00	-0.30	0.18	0.00	90.00	-1000.00	-60.00	0.43	-0.61	-0.49	270.00	-910.00	350.00	1.10	-0.12	0.55
-260.00	-1030.00	50.00	0.79	-1.10	1.04	-100.00	-900.00	-180.00	-0.43	0.18	0.06	90.00	-990.00	-60.00	0.37	-0.49	-0.43	270.00	-920.00	350.00	1.10	-0.12	0.55
-260.00	-1030.00	50.00	0.85	-1.10	0.85	-100.00	-900.00	-190.00	-0.30	0.18	-0.06	100.00	-990.00	-60.00	0.30	-0.37	-0.30	270.00	-920.00	350.00	0.91	-0.12	0.55
-270.00	-1030.00	40.00	0.98	-0.98	0.73	-100.00	-900.00	-180.00	-0.12	0.18	0.00	90.00	-990.00	-60.00	0.30	-0.30	-0.24	270.00	-920.00	350.00	0.98	0.00	0.55
-260.00	-1030.00	50.00	0.91	-0.91	0.79	-100.00	-910.00	-190.00	-0.24	0.18	-0.06	90.00	-990.00	-60.00	0.43	-0.24	-0.30	270.00	-920.00	350.00	0.98	0.00	0.55
-260.00	-1020.00	50.00	0.98	-0.91	0.73	-100.00	-910.00	-190.00	-0.30	0.24	-0.12	90.00	-990.00	-60.00	0.49	-0.37	-0.30	270.00	-920.00	350.00	1.22	-0.18	0.49
-270.00	-1030.00	50.00	0.98	-0.85	0.61	-100.00	-900.00	-180.00	-0.30	0.24	-0.12	90.00	-990.00	-60.00	0.43	-0.30	-0.18	270.00	-920.00	350.00	1.22	-0.24	0.49
-260.00	-1030.00	50.00	0.91	-0.85	0.49	-100.00	-900.00	-180.00	-0.30	0.24	-0.06	90.00	-990.00	-70.00	0.43	-0.30	-0.18	270.00	-920.00	350.00	1.22	-0.24	0.55
-260.00	-1030.00	40.00	1.04	-0.85	0.49	-100.00	-910.00	-180.00	-0.30	0.30	-0.06	90.00	-990.00	-60.00	0.55	-0.55	-0.18	270.00	-910.00	350.00	1.22	-0.24	0.55
-260.00	-1030.00	40.00	0.91	-0.91	0.61	-100.00	-900.00	-180.00	-0.43	0.30	-0.18	90.00	-990.00	-60.00	0.73	-0.67	-0.24	270.00	-910.00	350.00	1.28	-0.18	0.61
-270.00	-1030.00	50.00	0.91	-0.91	0.73	-100.00	-910.00	-190.00	-0.43	0.37	-0.06	100.00	-990.00	-60.00	0.73	-0.67	-0.30	270.00	-920.00	350.00	1.28	-0.24	0.61
-260.00	-1030.00	40.00	0.79	-0.85	0.67	-100.00	-900.00	-180.00	-0.55	0.37	-0.12	90.00	-990.00	-60.00	0.67	-0.67	-0.30	270.00	-920.00	350.00	1.28	-0.24	0.61
-260.00	-1030.00	50.00	0.79	-0.85	0.67	-100.00	-900.00	-180.00	-0.61	0.18	-0.06	100.00	-990.00	-60.00	0.55	-0.55	-0.30	270.00	-920.00	350.00	1.34	-0.24	0.61
-260.00	-1030.00	50.00	0.85	-0.79	0.73	-100.00	-910.00	-180.00	-0.61	0.18	0.00	90.00	-1000.00	-60.00	0.61	-0.49	-0.37	270.00	-910.00	350.00	1.28	-0.24	0.55
-260.00	-1030.00	50.00	0.91	-0.85	0.73	-90.00	-910.00	-180.00	-0.55	0.18	-0.06	90.00	-990.00	-60.00	0.61	-0.55	-0.37	270.00	-910.00	350.00	1.28	-0.24	0.55
-260.00	-1030.00	50.00	0.91	-0.85	0.73	-100.00	-910.00	-180.00	-0.55	0.37	-0.06	100.00	-990.00	-60.00	0.49	-0.49	-0.43	270.00	-920.00	350.00	1.28	-0.24	0.55
-260.00	-1030.00	50.00	0.85	-0.79	0.61	-90.00	-900.00	-180.00	-0.55	0.37	-0.06	90.00	-1000.00	-60.00	0.61	-0.43	-0.30	270.00	-920.00	350.00	1.46	-0.24	0.61
-260.00	-1030.00	50.00	0.85	-0.85	0.79	-90.00	-910.00	-190.00	-0.55	0.30	-0.18	90.00	-990.00	-60.00	0.79	-0.55	-0.18	270.00	-920.00	350.00	1.40	-0.24	0.61
-260.00	-1030.00	50.00	0.85	-0.85	0.79	-100.00	-910.00	-180.00	-0.61	0.24	-0.18	90.00	-990.00	-60.00	0.91	-0.55	-0.12	270.00	-920.00	350.00	1.40	-0.24	0.61
-270.00	-1030.00	40.00	0.73	-0.61	0.79	-90.00	-910.00	-180.00	-0.61	0.37	-0.06	90.00	-990.00	-70.00	0.98	-0.61	-0.12	270.00	-920.00	350.00	1.28	-0.37	0.67
-260.00	-1030.00	50.00	0.73	-0.61	0.79	-100.00	-900.00	-190.00	-0.61	0.37	0.00	90.00	-990.00	-60.00	0.85	-0.67	-0.12	270.00	-920.00	350.00	1.34	-0.37	0.79
