LLACx	LLACy	LLACz	LLGYx	LLGYy	LLGYz	LMACx	LMACy	LMACz	LMGYx	LMGYy	LMGYz	RLACx	RLACy	RLACz	RLGYx	RLGYy	RLGYz	RMACx	RMACy	RMACz	RMGYx	RMGYy	RMGYz
-360.00	-1020.00	190.00	-1.71	8.78	5.85	-20.00	-880.00	-280.00	-2.50	1.46	5.24	-410.00	-960.00	-50.00	-2.80	0.49	-3.29	-240.00	-990.00	290.00	-3.29	-1.77	-3.17
-390.00	-1000.00	190.00	0.55	-1.04	0.91	-60.00	-890.00	-240.00	-0.06	0.00	0.49	-360.00	-990.00	-50.00	-0.06	0.24	-0.18	-240.00	-970.00	300.00	-0.49	-0.49	0.18
-390.00	-1000.00	190.00	0.67	-0.98	1.10	-60.00	-890.00	-230.00	-0.06	0.00	0.49	-370.00	-980.00	-50.00	0.00	0.37	-0.12	-180.00	-1000.00	310.00	-0.49	-0.30	0.24
-380.00	-1000.00	190.00	0.67	-0.98	1.10	-50.00	-890.00	-240.00	0.00	0.06	0.43	-360.00	-990.00	-50.00	0.00	0.37	-0.18	-190.00	-990.00	310.00	-0.49	-0.30	0.18
-390.00	-1000.00	200.00	0.55	-0.98	1.04	-50.00	-890.00	-230.00	-0.12	0.12	0.37	-360.00	-990.00	-50.00	0.06	0.43	-0.18	-190.00	-1000.00	310.00	-0.61	-0.30	0.18
-380.00	-1000.00	190.00	0.55	-0.98	0.98	-50.00	-890.00	-240.00	-0.06	0.00	0.43	-360.00	-980.00	-50.00	-0.06	0.37	-0.24	-180.00	-1000.00	310.00	-0.49	-0.30	0.18
-390.00	-1000.00	190.00	0.61	-0.85	1.04	-50.00	-890.00	-230.00	-0.12	-0.06	0.43	-360.00	-980.00	-50.00	0.00	0.24	-0.24	-180.00	-1000.00	300.00	-0.43	-0.43	0.12
-390.00	-1000.00	190.00	0.61	-0.85	1.10	-50.00	-890.00	-240.00	-0.12	-0.06	0.37	-370.00	-980.00	-50.00	0.06	0.24	-0.24	-190.00	-1000.00	310.00	-0.55	-0.49	0.12
-380.00	-1000.00	190.00	0.67	-0.85	0.91	-60.00	-890.00	-240.00	-0.12	0.00	0.43	-360.00	-980.00	-50.00	-0.06	0.30	-0.30	-180.00	-1000.00	310.00	-0.67	-0.43	0.18
-390.00	-1000.00	190.00	0.73	-0.79	0.91	-50.00	-890.00	-230.00	-0.12	0.06	0.37	-370.00	-980.00	-50.00	-0.06	0.30	-0.43	-180.00	-1000.00	310.00	-0.61	-0.43	0.18
-390.00	-1000.00	190.00	0.73	-0.85	0.98	-60.00	-890.00	-240.00	-0.18	0.00	0.30	-360.00	-980.00	-50.00	0.00	0.12	-0.43	-190.00	-1000.00	310.00	-0.43	-0.24	0.06
-390.00	-1000.00	190.00	0.73	-1.04	0.85	-60.00	-890.00	-230.00	-0.12	0.06	0.30	-370.00	-990.00	-50.00	0.06	0.00	-0.43	-180.00	-1000.00	310.00	-0.43	-0.24	0.06
-390.00	-1000.00	190.00	0.73	-0.98	0.85	-60.00	-890.00	-240.00	-0.18	0.06	0.30	-360.00	-990.00	-50.00	0.30	0.12	-0.37	-180.00	-1000.00	300.00	-0.49	-0.30	0.06
-390.00	-1000.00	190.00	0.67	-0.91	0.91	-60.00	-890.00	-240.00	-0.18	0.06	0.24	-360.00	-980.00	-50.00	0.37	0.06	-0.37	-190.00	-990.00	300.00	-0.49	-0.30	0.24
-390.00	-1000.00	190.00	0.61	-0.91	0.91	-50.00	-890.00	-230.00	-0.12	0.00	0.18	-370.00	-980.00	-50.00	0.24	0.18	-0.43	-190.00	-990.00	310.00	-0.49	-0.30	0.24
-390.00	-990.00	190.00	0.55	-0.85	0.85	-60.00	-890.00	-230.00	0.00	0.06	0.24	-370.00	-990.00	-50.00	0.12	0.30	-0.24	-190.00	-990.00	310.00	-0.49	-0.30	0.24
-390.00	-1000.00	190.00	0.67	-0.91	0.79	-60.00	-890.00	-230.00	0.00	0.24	0.24	-370.00	-990.00	-50.00	0.12	0.18	-0.37	-180.00	-1000.00	310.00	-0.55	-0.49	0.18
-390.00	-1000.00	190.00	0.73	-0.91	0.73	-60.00	-890.00	-230.00	-0.06	0.24	0.18	-360.00	-990.00	-50.00	0.06	0.18	-0.43	-190.00	-990.00	310.00	-0.67	-0.43	0.12
-380.00	-1000.00	190.00	0.67	-0.98	0.73	-60.00	-890.00	-240.00	0.00	0.00	0.30	-370.00	-990.00	-50.00	0.06	0.18	-0.43	-180.00	-990.00	300.00	-0.67	-0.43	0.12
-390.00	-1000.00	190.00	0.73	-0.85	0.79	-50.00	-890.00	-240.00	0.00	0.06	0.30	-360.00	-990.00	-50.00	-0.12	0.18	-0.37	-180.00	-1000.00	310.00	-0.61	-0.43	0.06
-390.00	-1000.00	190.00	0.67	-0.79	0.79	-60.00	-890.00	-240.00	0.00	0.00	0.24	-360.00	-990.00	-50.00	-0.06	0.24	-0.37	-190.00	-1000.00	310.00	-0.49	-0.43	0.06
-390.00	-1000.00	190.00	0.79	-0.73	0.79	-50.00	-890.00	-240.00	0.00	0.12	0.24	-360.00	-990.00	-50.00	-0.06	0.30	-0.37	-190.00	-1000.00	300.00	-0.37	-0.30	0.24
-390.00	-990.00	190.00	0.61	-0.85	0.73	-50.00	-890.00	-230.00	-0.06	0.06	0.18	-360.00	-990.00	-50.00	-0.12	0.24	-0.37	-190.00	-990.00	300.00	-0.37	-0.30	0.24
