LLACx	LLACy	LLACz	LLGYx	LLGYy	LLGYz	LMACx	LMACy	LMACz	LMGYx	LMGYy	LMGYz	RLACx	RLACy	RLACz	RLGYx	RLGYy	RLGYz	RMACx	RMACy	RMACz	RMGYx	RMGYy	RMGYz
-160.00	-1040.00	160.00	0.30	-0.55	0.67	-120.00	-940.00	110.00	-0.30	-0.12	0.30	40.00	-1000.00	-50.00	0.43	-0.79	-0.55	80.00	-990.00	30.00	0.24	0.12	0.18
-150.00	-1040.00	220.00	1.16	0.06	1.16	-130.00	-940.00	170.00	-0.91	-0.30	0.49	80.00	-990.00	-60.00	-1.28	-0.85	0.30	80.00	-990.00	-0.00	0.79	-0.06	1.40
-150.00	-1040.00	210.00	1.52	0.06	1.59	-130.00	-930.00	170.00	-0.73	-0.12	0.24	80.00	-1000.00	-60.00	-1.16	-0.79	0.24	80.00	-990.00	-0.00	0.67	-0.12	1.34
-150.00	-1040.00	220.00	1.22	-0.49	1.59	-130.00	-930.00	170.00	-0.85	0.00	0.43	80.00	-1000.00	-60.00	-0.91	-0.79	0.24	80.00	-990.00	-10.00	0.61	0.00	1.34
-150.00	-1030.00	220.00	1.28	-0.61	1.52	-130.00	-930.00	170.00	-0.91	0.30	0.73	80.00	-1000.00	-60.00	-0.73	-0.67	0.06	80.00	-990.00	-10.00	0.61	0.00	1.22
-160.00	-1030.00	220.00	1.22	-0.85	1.59	-130.00	-930.00	170.00	-0.85	0.37	0.61	80.00	-990.00	-60.00	-0.49	-0.67	0.00	80.00	-990.00	-0.00	0.61	-0.12	1.16
-120.00	-1040.00	210.00	1.16	-0.91	1.40	-130.00	-930.00	160.00	-0.55	0.43	0.73	80.00	-990.00	-60.00	-0.30	-0.43	-0.18	80.00	-990.00	-0.00	0.61	-0.30	1.16
-170.00	-1030.00	220.00	1.04	-0.98	1.46	-140.00	-930.00	170.00	-0.43	0.49	0.79	80.00	-1000.00	-60.00	-0.37	-0.30	-0.18	80.00	-990.00	-10.00	0.61	-0.43	1.16
-150.00	-1040.00	220.00	0.79	-1.28	1.65	-110.00	-940.00	170.00	-0.49	0.43	0.73	80.00	-1000.00	-60.00	-0.37	-0.12	-0.12	80.00	-990.00	-0.00	0.73	-0.61	1.04
-150.00	-1030.00	210.00	0.91	-1.40	1.77	-120.00	-930.00	170.00	-0.49	0.43	0.61	70.00	-1000.00	-60.00	-0.12	0.06	0.06	80.00	-990.00	-0.00	0.91	-0.73	1.16
-160.00	-1030.00	220.00	0.85	-1.65	1.77	-130.00	-930.00	170.00	-0.43	0.67	0.67	80.00	-990.00	-60.00	-0.06	0.06	0.24	80.00	-990.00	-10.00	0.98	-0.91	1.16
-150.00	-1040.00	220.00	0.61	-1.77	1.71	-130.00	-930.00	170.00	-0.43	0.79	0.85	80.00	-990.00	-60.00	-0.18	0.12	0.30	80.00	-990.00	0.00	1.10	-0.98	1.04
-160.00	-1040.00	220.00	0.55	-1.89	1.71	-130.00	-930.00	170.00	-0.43	0.67	0.91	80.00	-1000.00	-60.00	-0.12	0.06	0.43	80.00	-990.00	-10.00	1.04	-0.91	1.04
-150.00	-1040.00	220.00	0.55	-2.01	1.52	-130.00	-930.00	160.00	-0.49	0.79	0.85	80.00	-990.00	-60.00	-0.18	0.00	0.37	80.00	-990.00	-10.00	0.98	-0.91	1.04
-150.00	-1040.00	210.00	0.55	-1.83	1.52	-130.00	-930.00	170.00	-0.43	0.85	0.79	80.00	-990.00	-60.00	-0.30	0.00	0.30	80.00	-990.00	-0.00	1.04	-0.85	1.10
-160.00	-1040.00	210.00	0.67	-1.77	1.65	-130.00	-930.00	170.00	-0.24	0.73	0.79	80.00	-990.00	-60.00	-0.24	-0.12	0.37	80.00	-990.00	-0.00	0.98	-0.79	1.10
-150.00	-1040.00	220.00	0.55	-1.77	1.52	-120.00	-930.00	170.00	-0.24	0.73	0.73	80.00	-1000.00	-60.00	-0.30	-0.12	0.30	80.00	-990.00	-10.00	0.91	-0.79	1.10
-160.00	-1030.00	220.00	0.49	-1.71	1.46	-130.00	-930.00	170.00	-0.12	0.67	0.73	80.00	-990.00	-60.00	-0.30	-0.12	0.18	80.00	-990.00	-0.00	0.91	-0.73	0.98
