LLACx	LLACy	LLACz	LLGYx	LLGYy	LLGYz	LMACx	LMACy	LMACz	LMGYx	LMGYy	LMGYz	RLACx	RLACy	RLACz	RLGYx	RLGYy	RLGYz	RMACx	RMACy	RMACz	RMGYx	RMGYy	RMGYz
20.00	-1030.00	270.00	0.55	-0.73	1.22	170.00	-870.00	-220.00	-0.06	0.18	0.67	40.00	-1030.00	-40.00	0.06	0.55	-0.37	50.00	-1000.00	300.00	-0.67	0.00	0.24
20.00	-1020.00	280.00	0.55	-0.98	1.22	160.00	-870.00	-220.00	-0.12	0.12	0.79	30.00	-1020.00	-40.00	0.06	0.55	-0.30	50.00	-1000.00	300.00	-0.55	0.00	0.24
20.00	-1030.00	280.00	0.61	-1.16	1.16	160.00	-870.00	-220.00	-0.06	0.06	0.73	30.00	-1030.00	-40.00	0.12	0.55	-0.30	50.00	-990.00	300.00	-0.61	0.12	0.24
30.00	-1030.00	270.00	0.67	-0.85	1.22	160.00	-870.00	-220.00	-0.06	0.12	0.73	40.00	-1030.00	-40.00	0.06	0.55	-0.30	50.00	-1000.00	300.00	-0.67	0.18	0.24
20.00	-1030.00	280.00	0.73	-0.85	1.16	160.00	-870.00	-210.00	-0.06	0.12	0.61	40.00	-1030.00	-40.00	0.12	0.43	-0.37	50.00	-1000.00	300.00	-0.49	0.24	0.24
20.00	-1030.00	280.00	0.67	-0.91	1.22	160.00	-870.00	-220.00	-0.06	0.00	0.61	40.00	-1030.00	-40.00	0.06	0.43	-0.30	50.00	-1000.00	300.00	-0.43	0.30	0.37
20.00	-1030.00	270.00	0.61	-0.91	1.22	170.00	-870.00	-220.00	0.00	-0.06	0.55	40.00	-1030.00	-40.00	0.06	0.30	-0.24	50.00	-1000.00	300.00	-0.49	0.18	0.49
30.00	-1030.00	280.00	0.61	-0.98	1.16	160.00	-870.00	-210.00	0.00	-0.18	0.61	40.00	-1030.00	-40.00	0.00	0.12	-0.18	50.00	-1000.00	310.00	-0.43	0.12	0.55
30.00	-1030.00	280.00	0.79	-0.98	1.22	160.00	-870.00	-210.00	0.12	0.00	0.61	40.00	-1030.00	-40.00	0.06	-0.06	-0.24	50.00	-1000.00	310.00	-0.37	0.12	0.49
30.00	-1020.00	280.00	0.85	-0.85	1.22	170.00	-870.00	-220.00	0.06	0.00	0.61	40.00	-1030.00	-40.00	0.06	-0.12	-0.24	50.00	-990.00	310.00	-0.30	-0.12	0.49
20.00	-1030.00	270.00	0.73	-0.91	1.28	170.00	-870.00	-210.00	0.06	-0.06	0.67	40.00	-1030.00	-40.00	0.00	-0.30	-0.12	50.00	-1000.00	300.00	-0.30	-0.24	0.67
20.00	-1030.00	280.00	0.73	-0.98	1.22	160.00	-870.00	-220.00	0.06	0.00	0.55	40.00	-1030.00	-40.00	0.00	-0.12	-0.18	50.00	-1000.00	310.00	-0.30	-0.49	0.79
20.00	-1030.00	280.00	0.79	-1.04	1.22	170.00	-870.00	-210.00	0.12	-0.12	0.61	40.00	-1030.00	-50.00	0.00	0.30	-0.12	50.00	-1000.00	310.00	-0.30	-0.67	0.85
30.00	-1030.00	280.00	0.73	-1.04	1.16	160.00	-880.00	-220.00	0.06	-0.06	0.55	40.00	-1030.00	-40.00	-0.18	0.18	0.00	50.00	-1000.00	310.00	-0.24	-0.85	0.73
20.00	-1030.00	280.00	0.67	-1.04	1.28	160.00	-870.00	-210.00	0.12	0.00	0.67	40.00	-1020.00	-40.00	-0.18	0.18	0.00	50.00	-1000.00	300.00	-0.37	-0.91	0.73
20.00	-1030.00	280.00	0.73	-1.04	1.34	160.00	-870.00	-210.00	0.00	-0.06	0.67	40.00	-1030.00	-40.00	-0.24	0.12	0.18	50.00	-1000.00	300.00	-0.30	-0.91	0.85
30.00	-1030.00	280.00	0.73	-0.91	1.28	160.00	-870.00	-210.00	-0.06	-0.18	0.67	40.00	-1030.00	-40.00	-0.24	0.49	0.30	50.00	-990.00	310.00	-0.37	-0.91	0.91
20.00	-1030.00	280.00	0.55	-0.85	1.28	160.00	-870.00	-220.00	0.00	0.06	0.73	40.00	-1030.00	-40.00	-0.24	0.49	0.30	50.00	-1000.00	300.00	-0.37	-0.85	0.98
20.00	-1030.00	270.00	0.43	-0.79	1.28	160.00	-870.00	-210.00	-0.12	0.06	0.79	40.00	-1020.00	-40.00	-0.24	0.49	0.30	50.00	-990.00	310.00	-0.30	-0.91	1.10
30.00	-1030.00	280.00	0.43	-0.79	1.28	160.00	-870.00	-210.00	-0.24	0.06	0.79	40.00	-1030.00	-40.00	-0.18	1.10	0.30	50.00	-1000.00	300.00	-0.30	-0.98	1.04
20.00	-1030.00	280.00	0.43	-0.79	1.28	160.00	-870.00	-220.00	-0.12	0.12	0.79	40.00	-1020.00	-40.00	-0.12	1.10	0.37	50.00	-990.00	300.00	-0.30	-0.98	1.04
30.00	-1030.00	280.00	0.37	-0.91	1.34	160.00	-870.00	-210.00	-0.24	0.06	0.91	40.00	-1020.00	-40.00	-0.12	1.10	0.37	50.00	-1000.00	310.00	-0.37	-0.98	1.10
20.00	-1030.00	280.00	0.37	-0.91	1.34	170.00	-870.00	-210.00	-0.24	0.18	0.91	40.00	-1030.00	-30.00	-0.18	1.28	0.55	50.00	-1000.00	310.00	-0.55	-0.98	1.10
20.00	-1030.00	280.00	0.37	-0.91	1.34	160.00	-870.00	-210.00	-0.18	0.12	0.85	30.00	-1030.00	-40.00	-0.37	1.65	0.67	50.00	-1000.00	300.00	-0.55	-0.98	1.10
20.00	-1030.00	280.00	0.37	-0.79	1.34	160.00	-870.00	-210.00	-0.24	0.00	0.91	30.00	-1030.00	-40.00	-0.37	1.52	0.73	50.00	-1000.00	310.00	-0.79	-0.55	0.73
20.00	-1030.00	280.00	0.43	-1.04	1.52	160.00	-870.00	-220.00	-0.30	0.06	0.98	40.00	-1030.00	-40.00	-0.43	1.46	0.91	50.00	-1000.00	310.00	-0.79	-0.55	0.73
20.00	-1030.00	280.00	0.43	-1.04	1.52	170.00	-870.00	-220.00	-0.37	0.18	0.98	40.00	-1020.00	-40.00	-0.43	1.46	0.91	50.00	-1000.00	310.00	-0.91	-0.43	0.61
20.00	-1020.00	280.00	0.30	-1.22	1.52	160.00	-870.00	-210.00	-0.43	0.24	0.98	40.00	-1020.00	-40.00	-0.43	1.46	0.91	50.00	-990.00	310.00	-0.98	-0.30	0.61
20.00	-1020.00	280.00	0.24	-1.34	1.65	160.00	-870.00	-210.00	-0.37	0.24	1.04	30.00	-1020.00	-40.00	-0.43	1.65	0.85	50.00	-990.00	310.00	-0.98	-0.30	0.61
20.00	-1030.00	280.00	0.24	-1.34	1.65	160.00	-870.00	-210.00	-0.43	0.24	1.10	40.00	-1030.00	-40.00	-0.43	1.65	0.85	50.00	-990.00	310.00	-1.04	-0.43	0.67
20.00	-1030.00	280.00	0.24	-1.77	2.01	160.00	-870.00	-210.00	-0.55	0.37	1.04	40.00	-1020.00	-40.00	-0.43	1.65	0.85	50.00	-1000.00	310.00	-1.04	-0.30	0.67
20.00	-1030.00	280.00	0.24	-2.38	2.44	160.00	-870.00	-210.00	-0.67	0.43	1.10	30.00	-1030.00	-40.00	-0.49	1.52	0.61	50.00	-1000.00	310.00	-1.04	-0.30	0.67
20.00	-1030.00	280.00	0.18	-2.80	2.68	160.00	-870.00	-210.00	-0.79	0.67	1.28	30.00	-1030.00	-40.00	-0.49	1.52	0.61	50.00	-1000.00	310.00	-1.04	-0.24	0.67
20.00	-1030.00	270.00	0.18	-2.87	2.80	160.00	-870.00	-210.00	-0.98	0.91	1.40	30.00	-1030.00	-40.00	-0.49	1.52	0.61	50.00	-1000.00	310.00	-1.10	-0.37	0.73
