kamy	mass
0.004278	45.400000
0.006637	45.400000
0.009149	45.400000
0.011816	45.400000
0.014036	45.400000
0.017682	45.400000
0.022524	45.400000
0.025520	45.400000
0.027460	45.400000
0.031238	45.400000
0.033723	45.400000
0.035806	45.400000
0.038135	45.400000
0.040112	45.400000
0.041941	45.400000
0.043527	45.400000
0.045623	45.400000
0.047737	45.400000
0.049533	45.400000
0.051569	45.400000
0.053829	45.400000
0.055993	45.400000
0.057690	45.400000
0.058905	45.400000
0.059513	45.400000
0.060156	45.400000
0.060177	45.400000
0.059844	45.400000
0.059282	45.400000
0.058749	45.400000
0.057692	45.400000
0.056837	45.400000
0.055848	45.400000
0.054875	45.400000
0.054158	45.400000
0.052816	45.400000
0.051733	45.400000
0.051339	45.400000
0.051315	45.400000
0.051549	45.400000
0.051376	45.400000
0.051129	45.400000
0.050595	45.400000
0.050646	45.400000
0.051611	45.400000
0.052274	45.400000
0.052777	45.400000
0.053686	45.400000
0.054342	45.400000
0.055100	45.400000
0.055600	45.400000
0.055673	45.400000
0.056015	45.400000
0.055911	45.400000
0.055944	45.400000
0.055585	45.400000
0.055737	45.400000
0.055769	45.400000
0.055933	45.400000
0.056238	45.400000
0.057296	45.400000
0.057955	45.400000
0.058031	45.400000
0.058141	45.400000
0.058051	45.400000
0.057624	45.400000
0.057147	45.400000
0.056416	45.400000
0.055369	45.400000
0.054339	45.400000
0.053505	45.400000
0.052376	45.400000
0.051307	45.400000
0.049150	45.400000
0.046236	45.400000
0.042466	45.400000
0.038422	45.400000
0.034282	45.400000
0.029852	45.400000
0.025220	45.400000
0.020914	45.400000
0.016727	45.400000
0.013403	45.400000
0.010100	45.400000
0.007771	45.400000
0.005754	45.400000
-0.001963	45.400000
-0.002088	45.400000
