kamy	mass
0.000137	66.300000
-0.001870	66.300000
-0.004042	66.300000
-0.006372	66.300000
-0.007582	66.300000
-0.007734	66.300000
-0.006916	66.300000
-0.005189	66.300000
-0.003026	66.300000
-0.000458	66.300000
0.002249	66.300000
0.005085	66.300000
0.007903	66.300000
0.010707	66.300000
0.012033	66.300000
0.012027	66.300000
0.011688	66.300000
0.011051	66.300000
0.010741	66.300000
0.010719	66.300000
0.010685	66.300000
0.010641	66.300000
0.010855	66.300000
0.011295	66.300000
0.011971	66.300000
0.012852	66.300000
0.013586	66.300000
0.014195	66.300000
0.014641	66.300000
0.014949	66.300000
0.015325	66.300000
0.015758	66.300000
0.016291	66.300000
0.016907	66.300000
0.017480	66.300000
0.018017	66.300000
0.018573	66.300000
0.019145	66.300000
0.019528	66.300000
0.019757	66.300000
0.019921	66.300000
0.020033	66.300000
0.020211	66.300000
0.020443	66.300000
0.020683	66.300000
0.020928	66.300000
0.021041	66.300000
0.021051	66.300000
0.020973	66.300000
0.020829	66.300000
0.020784	66.300000
0.020817	66.300000
0.020922	66.300000
0.021081	66.300000
0.021176	66.300000
0.021224	66.300000
0.021230	66.300000
0.021204	66.300000
0.021111	66.300000
0.020968	66.300000
0.020900	66.300000
0.020886	66.300000
0.020910	66.300000
0.020962	66.300000
0.020979	66.300000
0.020970	66.300000
0.021000	66.300000
0.021059	66.300000
0.021132	66.300000
0.021216	66.300000
0.021229	66.300000
0.021191	66.300000
0.021122	66.300000
0.021032	66.300000
0.021071	66.300000
0.021200	66.300000
0.021267	66.300000
0.021293	66.300000
0.021297	66.300000
0.021286	66.300000
0.021287	66.300000
0.021295	66.300000
0.021345	66.300000
0.021423	66.300000
0.021579	66.300000
0.021786	66.300000
0.021840	66.300000
0.021796	66.300000
0.021732	66.300000
0.021654	66.300000
0.021679	66.300000
0.021768	66.300000
0.021813	66.300000
0.021830	66.300000
0.021822	66.300000
0.021800	66.300000
0.021751	66.300000
0.021686	66.300000
0.021576	66.300000
0.021440	66.300000
0.021280	66.300000
0.021106	66.300000
0.020884	66.300000
0.020633	66.300000
0.020358	66.300000
0.020071	66.300000
0.019849	66.300000
0.019665	66.300000
0.019576	66.300000
0.019540	66.300000
0.019377	66.300000
0.019140	66.300000
0.018917	66.300000
0.018703	66.300000
0.018572	66.300000
0.018490	66.300000
0.018432	66.300000
0.018388	66.300000
0.018182	66.300000
0.017887	66.300000
0.017489	66.300000
0.017035	66.300000
0.016672	66.300000
0.016359	66.300000
0.016141	66.300000
0.015974	66.300000
0.015726	66.300000
0.015435	66.300000
0.015093	66.300000
0.014725	66.300000
0.014349	66.300000
0.013971	66.300000
0.013518	66.300000
0.013026	66.300000
0.012347	66.300000
0.011571	66.300000
0.010708	66.300000
0.009800	66.300000
0.008981	66.300000
0.008206	66.300000
0.007440	66.300000
0.006678	66.300000
0.005791	66.300000
0.004842	66.300000
0.003808	66.300000
0.002734	66.300000
0.001814	66.300000
0.000969	66.300000
0.000347	66.300000
-0.000169	66.300000
-0.000809	66.300000
-0.001509	66.300000
-0.002041	66.300000
-0.002494	66.300000
-0.002781	66.300000
-0.002991	66.300000
-0.003010	66.300000
-0.002941	66.300000
-0.002845	66.300000
-0.002736	66.300000
-0.002651	66.300000
-0.002576	66.300000
-0.001953	66.300000
-0.001087	66.300000
