kamy	mass
0.004859	54.900000
0.003331	54.900000
0.002896	54.900000
0.004263	54.900000
0.006858	54.900000
0.007924	54.900000
0.009507	54.900000
0.011160	54.900000
0.012485	54.900000
0.013349	54.900000
0.013804	54.900000
0.014657	54.900000
0.015697	54.900000
0.017063	54.900000
0.019161	54.900000
0.020454	54.900000
0.021736	54.900000
0.022749	54.900000
0.023850	54.900000
0.024792	54.900000
0.025367	54.900000
0.025625	54.900000
0.025778	54.900000
0.025692	54.900000
0.025499	54.900000
0.025025	54.900000
0.024965	54.900000
0.024600	54.900000
0.024179	54.900000
0.023419	54.900000
0.023043	54.900000
0.022281	54.900000
0.021806	54.900000
0.021347	54.900000
0.020634	54.900000
0.019856	54.900000
0.019643	54.900000
0.019450	54.900000
0.018976	54.900000
0.018931	54.900000
0.019013	54.900000
0.019176	54.900000
0.019396	54.900000
0.019972	54.900000
0.020698	54.900000
0.020954	54.900000
0.021297	54.900000
0.021348	54.900000
0.021390	54.900000
0.021451	54.900000
0.021715	54.900000
0.022051	54.900000
0.022473	54.900000
0.023161	54.900000
0.023778	54.900000
0.024304	54.900000
0.024831	54.900000
0.025358	54.900000
0.025690	54.900000
0.025737	54.900000
0.025717	54.900000
0.025528	54.900000
0.024878	54.900000
0.024053	54.900000
0.023113	54.900000
0.021848	54.900000
0.020609	54.900000
0.018887	54.900000
0.017108	54.900000
0.015498	54.900000
0.013591	54.900000
0.011823	54.900000
0.010312	54.900000
0.008218	54.900000
0.006622	54.900000
0.004949	54.900000
0.003705	54.900000
0.003245	54.900000
0.002940	54.900000
0.002641	54.900000
-0.000892	54.900000
-0.000962	54.900000
