kamy	mass
-0.001990	88.700000
-0.002578	88.700000
-0.002487	88.700000
-0.001945	88.700000
-0.001223	88.700000
-0.000174	88.700000
0.001380	88.700000
0.003296	88.700000
0.006004	88.700000
0.007234	88.700000
0.005879	88.700000
0.005888	88.700000
0.006392	88.700000
0.006517	88.700000
0.007753	88.700000
0.009881	88.700000
0.010988	88.700000
0.011465	88.700000
0.012084	88.700000
0.012682	88.700000
0.013692	88.700000
0.014574	88.700000
0.015315	88.700000
0.015558	88.700000
0.015730	88.700000
0.015945	88.700000
0.016020	88.700000
0.016100	88.700000
0.016036	88.700000
0.016160	88.700000
0.016346	88.700000
0.016277	88.700000
0.015844	88.700000
0.015562	88.700000
0.015556	88.700000
0.015692	88.700000
0.015811	88.700000
0.015847	88.700000
0.016196	88.700000
0.016318	88.700000
0.016270	88.700000
0.016021	88.700000
0.015749	88.700000
0.015505	88.700000
0.015084	88.700000
0.014897	88.700000
0.014747	88.700000
0.014659	88.700000
0.014820	88.700000
0.014993	88.700000
0.015437	88.700000
0.016149	88.700000
0.016735	88.700000
0.017069	88.700000
0.017198	88.700000
0.017382	88.700000
0.017607	88.700000
0.017925	88.700000
0.018551	88.700000
0.019011	88.700000
0.019445	88.700000
0.019641	88.700000
0.019918	88.700000
0.020047	88.700000
0.020665	88.700000
0.021028	88.700000
0.021440	88.700000
0.021835	88.700000
0.022184	88.700000
0.022269	88.700000
0.022213	88.700000
0.022187	88.700000
0.022276	88.700000
0.022275	88.700000
0.022361	88.700000
0.022343	88.700000
0.022307	88.700000
0.022578	88.700000
0.022477	88.700000
0.022180	88.700000
0.021797	88.700000
0.021515	88.700000
0.021278	88.700000
0.021207	88.700000
0.020961	88.700000
0.020621	88.700000
0.020495	88.700000
0.020309	88.700000
0.019971	88.700000
0.019743	88.700000
0.019289	88.700000
0.019000	88.700000
0.019149	88.700000
0.019576	88.700000
0.019963	88.700000
0.020431	88.700000
0.020890	88.700000
0.020992	88.700000
0.021252	88.700000
0.021683	88.700000
0.022045	88.700000
0.022379	88.700000
0.022637	88.700000
0.022773	88.700000
0.022908	88.700000
0.023030	88.700000
0.023024	88.700000
0.023126	88.700000
0.023151	88.700000
0.023064	88.700000
0.022871	88.700000
0.022436	88.700000
0.022105	88.700000
0.021777	88.700000
0.022411	88.700000
