kamy	mass
-0.000639	59.500000
-0.000928	59.500000
-0.001201	59.500000
-0.001459	59.500000
-0.001906	59.500000
-0.002549	59.500000
-0.002797	59.500000
-0.002641	59.500000
-0.001671	59.500000
0.000123	59.500000
0.002054	59.500000
0.004122	59.500000
0.004842	59.500000
0.004220	59.500000
0.004004	59.500000
0.004189	59.500000
0.005137	59.500000
0.006836	59.500000
0.008693	59.500000
0.010703	59.500000
0.012504	59.500000
0.014102	59.500000
0.015486	59.500000
0.016665	59.500000
0.017829	59.500000
0.018980	59.500000
0.019869	59.500000
0.020508	59.500000
0.021088	59.500000
0.021611	59.500000
0.022100	59.500000
0.022556	59.500000
0.023043	59.500000
0.023560	59.500000
0.023942	59.500000
0.024202	59.500000
0.024341	59.500000
0.024370	59.500000
0.024313	59.500000
0.024179	59.500000
0.024077	59.500000
0.024003	59.500000
0.023927	59.500000
0.023847	59.500000
0.023804	59.500000
0.023792	59.500000
0.023798	59.500000
0.023821	59.500000
0.023818	59.500000
0.023791	59.500000
0.023669	59.500000
0.023465	59.500000
0.023178	59.500000
0.022820	59.500000
0.022375	59.500000
0.021857	59.500000
0.021393	59.500000
0.020975	59.500000
0.020512	59.500000
0.020011	59.500000
0.019524	59.500000
0.019050	59.500000
0.018597	59.500000
0.018162	59.500000
0.017806	59.500000
0.017514	59.500000
0.017325	59.500000
0.017218	59.500000
0.016964	59.500000
0.016589	59.500000
0.016172	59.500000
0.015721	59.500000
0.015404	59.500000
0.015193	59.500000
0.015000	59.500000
0.014822	59.500000
0.014627	59.500000
0.014420	59.500000
0.014135	59.500000
0.013789	59.500000
0.013625	59.500000
0.013603	59.500000
0.013534	59.500000
0.013430	59.500000
0.013305	59.500000
0.013165	59.500000
0.012932	59.500000
0.012629	59.500000
0.012420	59.500000
0.012281	59.500000
0.012165	59.500000
0.012065	59.500000
0.011955	59.500000
0.011836	59.500000
0.011811	59.500000
0.011854	59.500000
0.011890	59.500000
0.011922	59.500000
0.011952	59.500000
0.011982	59.500000
0.012045	59.500000
0.012132	59.500000
0.012125	59.500000
0.012051	59.500000
0.012160	59.500000
0.012397	59.500000
0.012594	59.500000
0.012761	59.500000
0.012914	59.500000
0.013055	59.500000
0.013207	59.500000
0.013366	59.500000
0.013605	59.500000
0.013899	59.500000
0.014137	59.500000
0.014336	59.500000
0.014613	59.500000
0.014943	59.500000
0.015118	59.500000
0.015190	59.500000
0.015386	59.500000
0.015665	59.500000
0.015956	59.500000
0.016256	59.500000
0.016379	59.500000
0.016388	59.500000
0.016408	59.500000
0.016436	59.500000
0.016546	59.500000
0.016709	59.500000
0.016697	59.500000
0.016572	59.500000
0.016390	59.500000
0.016173	59.500000
0.015746	59.500000
0.015188	59.500000
0.014705	59.500000
0.014267	59.500000
0.013760	59.500000
0.013209	59.500000
0.012513	59.500000
0.011727	59.500000
0.010978	59.500000
0.010253	59.500000
0.009606	59.500000
0.009007	59.500000
0.008235	59.500000
0.007361	59.500000
0.006492	59.500000
0.005625	59.500000
0.004808	59.500000
0.004020	59.500000
0.003580	59.500000
0.003343	59.500000
0.003094	59.500000
0.002838	59.500000
0.002650	59.500000
0.002502	59.500000
0.002544	59.500000
0.002696	59.500000
0.001754	59.500000
0.000193	59.500000
