kamy	mass
0.000362	88.700000
0.002571	88.700000
0.003930	88.700000
0.004085	88.700000
0.004798	88.700000
0.006986	88.700000
0.008678	88.700000
0.008979	88.700000
0.009064	88.700000
0.009348	88.700000
0.009917	88.700000
0.011423	88.700000
0.013185	88.700000
0.015258	88.700000
0.017055	88.700000
0.018856	88.700000
0.020142	88.700000
0.021108	88.700000
0.021736	88.700000
0.022003	88.700000
0.022559	88.700000
0.022779	88.700000
0.023120	88.700000
0.023521	88.700000
0.024050	88.700000
0.023869	88.700000
0.023336	88.700000
0.023062	88.700000
0.022870	88.700000
0.022556	88.700000
0.022077	88.700000
0.021609	88.700000
0.021048	88.700000
0.020730	88.700000
0.020215	88.700000
0.019521	88.700000
0.019092	88.700000
0.018306	88.700000
0.017485	88.700000
0.017124	88.700000
0.017130	88.700000
0.017721	88.700000
0.018414	88.700000
0.018696	88.700000
0.018465	88.700000
0.017416	88.700000
0.016316	88.700000
0.016138	88.700000
0.016489	88.700000
0.017317	88.700000
0.018435	88.700000
0.019400	88.700000
0.019967	88.700000
0.019972	88.700000
0.019911	88.700000
0.019810	88.700000
0.019708	88.700000
0.020000	88.700000
0.020176	88.700000
0.020392	88.700000
0.020362	88.700000
0.020354	88.700000
0.020273	88.700000
0.020142	88.700000
0.020016	88.700000
0.020190	88.700000
0.020249	88.700000
0.020335	88.700000
0.020342	88.700000
0.019856	88.700000
0.019511	88.700000
0.019298	88.700000
0.019071	88.700000
0.018579	88.700000
0.017994	88.700000
0.017429	88.700000
0.016911	88.700000
0.016262	88.700000
0.015381	88.700000
0.014576	88.700000
0.013425	88.700000
0.012365	88.700000
0.011311	88.700000
0.010192	88.700000
0.008948	88.700000
0.007616	88.700000
0.006324	88.700000
0.004836	88.700000
0.003789	88.700000
0.002758	88.700000
0.001772	88.700000
0.001003	88.700000
0.000573	88.700000
0.000328	88.700000
-0.000358	88.700000
-0.001195	88.700000
-0.001875	88.700000
0.000279	88.700000
-0.000259	88.700000
