kamy	mass
-0.002410	67.700000
-0.003227	67.700000
-0.003614	67.700000
-0.003613	67.700000
-0.002870	67.700000
-0.001460	67.700000
0.000322	67.700000
0.002437	67.700000
0.004828	67.700000
0.007461	67.700000
0.009567	67.700000
0.011209	67.700000
0.013016	67.700000
0.014968	67.700000
0.017395	67.700000
0.020234	67.700000
0.022194	67.700000
0.023400	67.700000
0.024146	67.700000
0.024500	67.700000
0.024907	67.700000
0.025361	67.700000
0.025613	67.700000
0.025696	67.700000
0.025652	67.700000
0.025503	67.700000
0.025416	67.700000
0.025382	67.700000
0.025268	67.700000
0.025090	67.700000
0.025015	67.700000
0.025024	67.700000
0.025298	67.700000
0.025788	67.700000
0.026383	67.700000
0.027062	67.700000
0.027547	67.700000
0.027876	67.700000
0.028133	67.700000
0.028332	67.700000
0.028497	67.700000
0.028634	67.700000
0.028826	67.700000
0.029062	67.700000
0.029179	67.700000
0.029205	67.700000
0.029241	67.700000
0.029284	67.700000
0.029191	67.700000
0.028993	67.700000
0.028780	67.700000
0.028556	67.700000
0.028325	67.700000
0.028089	67.700000
0.027850	67.700000
0.027609	67.700000
0.027393	67.700000
0.027194	67.700000
0.027000	67.700000
0.026808	67.700000
0.026577	67.700000
0.026315	67.700000
0.025991	67.700000
0.025619	67.700000
0.025295	67.700000
0.025004	67.700000
0.024716	67.700000
0.024431	67.700000
0.024075	67.700000
0.023670	67.700000
0.023344	67.700000
0.023076	67.700000
0.022866	67.700000
0.022698	67.700000
0.022600	67.700000
0.022552	67.700000
0.022587	67.700000
0.022680	67.700000
0.022720	67.700000
0.022724	67.700000
0.022786	67.700000
0.022890	67.700000
0.023086	67.700000
0.023346	67.700000
0.023415	67.700000
0.023355	67.700000
0.023284	67.700000
0.023206	67.700000
0.023169	67.700000
0.023159	67.700000
0.023202	67.700000
0.023280	67.700000
0.023361	67.700000
0.023444	67.700000
0.023499	67.700000
0.023535	67.700000
0.023663	67.700000
0.023851	67.700000
0.024149	67.700000
0.024518	67.700000
0.024803	67.700000
0.025034	67.700000
0.025221	67.700000
0.025380	67.700000
0.025588	67.700000
0.025825	67.700000
0.026080	67.700000
0.026347	67.700000
0.026478	67.700000
0.026525	67.700000
0.026441	67.700000
0.026276	67.700000
0.026235	67.700000
0.026269	67.700000
0.026225	67.700000
0.026134	67.700000
0.026006	67.700000
0.025855	67.700000
0.025681	67.700000
0.025491	67.700000
0.025331	67.700000
0.025187	67.700000
0.025075	67.700000
0.024982	67.700000
0.024924	67.700000
0.024886	67.700000
0.024728	67.700000
0.024499	67.700000
0.024294	67.700000
0.024101	67.700000
0.023949	67.700000
0.023820	67.700000
0.023535	67.700000
0.023162	67.700000
0.022737	67.700000
0.022284	67.700000
0.021863	67.700000
0.021459	67.700000
0.021106	67.700000
0.020782	67.700000
0.020380	67.700000
0.019935	67.700000
0.019426	67.700000
0.018882	67.700000
0.018428	67.700000
0.018024	67.700000
0.017665	67.700000
0.017331	67.700000
0.016836	67.700000
0.016255	67.700000
0.015487	67.700000
0.014619	67.700000
0.013735	67.700000
0.012841	67.700000
0.012113	67.700000
0.011471	67.700000
0.010634	67.700000
0.009695	67.700000
0.008842	67.700000
0.008032	67.700000
0.007128	67.700000
0.006175	67.700000
0.005607	67.700000
0.005232	67.700000
0.004905	67.700000
0.004601	67.700000
0.004196	67.700000
0.003740	67.700000
0.003403	67.700000
0.003125	67.700000
0.002943	67.700000
0.002807	67.700000
0.002460	67.700000
0.002011	67.700000
0.001582	67.700000
0.001163	67.700000
0.000878	67.700000
0.000656	67.700000
0.000470	67.700000
0.000300	67.700000
0.000058	67.700000
-0.000220	67.700000
-0.000471	67.700000
-0.000709	67.700000
-0.000805	67.700000
-0.000835	67.700000
-0.000665	67.700000
-0.000402	67.700000
