kamy	mass
-0.006125	67.700000
-0.006307	67.700000
-0.006431	67.700000
-0.006467	67.700000
-0.006541	67.700000
-0.006671	67.700000
-0.006597	67.700000
-0.006219	67.700000
-0.005553	67.700000
-0.004462	67.700000
-0.003399	67.700000
-0.002379	67.700000
-0.001290	67.700000
-0.000102	67.700000
0.001236	67.700000
0.002792	67.700000
0.004225	67.700000
0.005479	67.700000
0.006618	67.700000
0.007590	67.700000
0.008412	67.700000
0.009020	67.700000
0.009433	67.700000
0.009574	67.700000
0.009624	67.700000
0.009549	67.700000
0.009343	67.700000
0.008955	67.700000
0.008487	67.700000
0.007908	67.700000
0.007376	67.700000
0.006909	67.700000
0.006481	67.700000
0.006106	67.700000
0.005854	67.700000
0.005768	67.700000
0.005825	67.700000
0.006074	67.700000
0.006636	67.700000
0.007614	67.700000
0.008728	67.700000
0.010020	67.700000
0.011326	67.700000
0.012649	67.700000
0.013901	67.700000
0.015060	67.700000
0.015977	67.700000
0.016582	67.700000
0.017102	67.700000
0.017513	67.700000
0.017810	67.700000
0.017964	67.700000
0.018079	67.700000
0.018145	67.700000
0.018050	67.700000
0.017753	67.700000
0.017405	67.700000
0.016995	67.700000
0.016627	67.700000
0.016309	67.700000
0.016147	67.700000
0.016173	67.700000
0.016265	67.700000
0.016435	67.700000
0.016610	67.700000
0.016790	67.700000
0.016986	67.700000
0.017201	67.700000
0.017462	67.700000
0.017777	67.700000
0.018011	67.700000
0.018149	67.700000
0.018236	67.700000
0.018263	67.700000
0.018292	67.700000
0.018324	67.700000
0.018293	67.700000
0.018191	67.700000
0.018115	67.700000
0.018071	67.700000
0.018008	67.700000
0.017924	67.700000
0.017866	67.700000
0.017839	67.700000
0.017842	67.700000
0.017877	67.700000
0.017967	67.700000
0.018118	67.700000
0.018279	67.700000
0.018451	67.700000
0.018646	67.700000
0.018865	67.700000
0.019021	67.700000
0.019108	67.700000
0.019172	67.700000
0.019213	67.700000
0.019238	67.700000
0.019246	67.700000
0.019203	67.700000
0.019105	67.700000
0.019036	67.700000
0.018997	67.700000
0.018943	67.700000
0.018872	67.700000
0.018847	67.700000
0.018868	67.700000
0.018924	67.700000
0.019016	67.700000
0.019130	67.700000
0.019269	67.700000
0.019458	67.700000
0.019697	67.700000
0.019951	67.700000
0.020221	67.700000
0.020560	67.700000
0.020969	67.700000
0.021321	67.700000
0.021615	67.700000
0.021860	67.700000
0.022054	67.700000
0.022246	67.700000
0.022436	67.700000
0.022628	67.700000
0.022821	67.700000
0.023007	67.700000
0.023187	67.700000
0.023308	67.700000
0.023373	67.700000
0.023471	67.700000
0.023600	67.700000
0.023678	67.700000
0.023707	67.700000
0.023639	67.700000
0.023481	67.700000
0.023307	67.700000
0.023116	67.700000
0.022900	67.700000
0.022659	67.700000
0.022364	67.700000
0.022019	67.700000
0.021618	67.700000
0.021167	67.700000
0.020612	67.700000
0.019960	67.700000
0.019376	67.700000
0.018853	67.700000
0.018266	67.700000
0.017623	67.700000
0.016883	67.700000
0.016060	67.700000
0.015295	67.700000
0.014583	67.700000
0.013834	67.700000
0.013052	67.700000
0.012319	67.700000
0.011629	67.700000
0.010824	67.700000
0.009920	67.700000
0.008905	67.700000
0.007793	67.700000
0.006676	67.700000
0.005555	67.700000
0.004585	67.700000
0.003743	67.700000
0.003099	67.700000
0.002620	67.700000
0.002234	67.700000
0.001924	67.700000
0.001638	67.700000
0.001373	67.700000
0.001019	67.700000
0.000593	67.700000
0.000174	67.700000
-0.000240	67.700000
-0.000581	67.700000
-0.000863	67.700000
-0.001071	67.700000
-0.001219	67.700000
-0.001361	67.700000
-0.001499	67.700000
-0.001473	67.700000
-0.001320	67.700000
-0.001126	67.700000
-0.000901	67.700000
-0.000716	67.700000
-0.000562	67.700000
