kamy	mass
-0.000974	67.700000
-0.002471	67.700000
-0.003746	67.700000
-0.004662	67.700000
-0.005177	67.700000
-0.005047	67.700000
-0.004304	67.700000
-0.002581	67.700000
-0.000637	67.700000
0.001655	67.700000
0.003656	67.700000
0.005200	67.700000
0.006622	67.700000
0.007851	67.700000
0.009634	67.700000
0.012277	67.700000
0.015190	67.700000
0.018520	67.700000
0.021353	67.700000
0.023429	67.700000
0.025143	67.700000
0.026308	67.700000
0.027486	67.700000
0.028681	67.700000
0.029716	67.700000
0.030512	67.700000
0.031412	67.700000
0.032464	67.700000
0.033466	67.700000
0.034393	67.700000
0.035088	67.700000
0.035444	67.700000
0.035796	67.700000
0.036143	67.700000
0.036465	67.700000
0.036749	67.700000
0.036950	67.700000
0.037029	67.700000
0.037117	67.700000
0.037216	67.700000
0.037318	67.700000
0.037426	67.700000
0.037538	67.700000
0.037657	67.700000
0.037705	67.700000
0.037654	67.700000
0.037520	67.700000
0.037273	67.700000
0.036929	67.700000
0.036452	67.700000
0.035866	67.700000
0.035132	67.700000
0.034393	67.700000
0.033649	67.700000
0.032826	67.700000
0.031898	67.700000
0.030955	67.700000
0.029991	67.700000
0.029075	67.700000
0.028222	67.700000
0.027420	67.700000
0.026684	67.700000
0.026050	67.700000
0.025549	67.700000
0.025125	67.700000
0.024800	67.700000
0.024469	67.700000
0.024132	67.700000
0.023867	67.700000
0.023695	67.700000
0.023530	67.700000
0.023372	67.700000
0.023290	67.700000
0.023302	67.700000
0.023301	67.700000
0.023283	67.700000
0.023297	67.700000
0.023351	67.700000
0.023546	67.700000
0.023913	67.700000
0.024235	67.700000
0.024502	67.700000
0.024747	67.700000
0.024962	67.700000
0.025151	67.700000
0.025308	67.700000
0.025548	67.700000
0.025889	67.700000
0.026204	67.700000
0.026489	67.700000
0.026809	67.700000
0.027170	67.700000
0.027501	67.700000
0.027797	67.700000
0.028055	67.700000
0.028267	67.700000
0.028436	67.700000
0.028553	67.700000
0.028628	67.700000
0.028655	67.700000
0.028710	67.700000
0.028796	67.700000
0.028801	67.700000
0.028715	67.700000
0.028561	67.700000
0.028332	67.700000
0.028233	67.700000
0.028278	67.700000
0.028280	67.700000
0.028233	67.700000
0.028223	67.700000
0.028253	67.700000
0.028271	67.700000
0.028276	67.700000
0.028238	67.700000
0.028153	67.700000
0.028065	67.700000
0.027971	67.700000
0.027715	67.700000
0.027286	67.700000
0.026864	67.700000
0.026450	67.700000
0.026000	67.700000
0.025513	67.700000
0.024977	67.700000
0.024391	67.700000
0.023773	67.700000
0.023121	67.700000
0.022468	67.700000
0.021812	67.700000
0.021041	67.700000
0.020150	67.700000
0.019266	67.700000
0.018390	67.700000
0.017514	67.700000
0.016639	67.700000
0.015778	67.700000
0.014930	67.700000
0.013950	67.700000
0.012837	67.700000
0.011729	67.700000
0.010627	67.700000
0.009620	67.700000
0.008705	67.700000
0.007826	67.700000
0.006980	67.700000
0.006201	67.700000
0.005484	67.700000
0.004897	67.700000
0.004434	67.700000
0.003770	67.700000
0.002915	67.700000
0.002038	67.700000
0.001140	67.700000
0.000451	67.700000
-0.000043	67.700000
-0.000418	67.700000
-0.000684	67.700000
-0.000916	67.700000
-0.001115	67.700000
-0.001246	67.700000
-0.001314	67.700000
-0.001330	67.700000
-0.001299	67.700000
-0.001314	67.700000
-0.001372	67.700000
-0.001048	67.700000
-0.000382	67.700000
