kamy	mass
0.001971	66.300000
0.002517	66.300000
0.002340	66.300000
0.000763	66.300000
-0.000967	66.300000
-0.002992	66.300000
-0.004442	66.300000
-0.004801	66.300000
-0.004530	66.300000
-0.003074	66.300000
-0.001104	66.300000
0.001822	66.300000
0.004765	66.300000
0.007742	66.300000
0.010749	66.300000
0.013809	66.300000
0.015964	66.300000
0.016480	66.300000
0.016347	66.300000
0.015048	66.300000
0.014015	66.300000
0.013454	66.300000
0.013154	66.300000
0.013313	66.300000
0.013727	66.300000
0.014582	66.300000
0.015362	66.300000
0.016008	66.300000
0.016519	66.300000
0.016795	66.300000
0.017092	66.300000
0.017422	66.300000
0.017779	66.300000
0.018177	66.300000
0.018678	66.300000
0.019350	66.300000
0.019920	66.300000
0.020324	66.300000
0.020692	66.300000
0.021000	66.300000
0.021251	66.300000
0.021410	66.300000
0.021483	66.300000
0.021419	66.300000
0.021393	66.300000
0.021428	66.300000
0.021498	66.300000
0.021624	66.300000
0.021839	66.300000
0.022193	66.300000
0.022532	66.300000
0.022846	66.300000
0.023059	66.300000
0.023114	66.300000
0.023100	66.300000
0.022979	66.300000
0.022860	66.300000
0.022743	66.300000
0.022678	66.300000
0.022690	66.300000
0.022713	66.300000
0.022752	66.300000
0.022730	66.300000
0.022618	66.300000
0.022520	66.300000
0.022445	66.300000
0.022407	66.300000
0.022423	66.300000
0.022418	66.300000
0.022385	66.300000
0.022304	66.300000
0.022153	66.300000
0.022063	66.300000
0.022060	66.300000
0.021976	66.300000
0.021776	66.300000
0.021662	66.300000
0.021666	66.300000
0.021573	66.300000
0.021345	66.300000
0.021187	66.300000
0.021125	66.300000
0.021090	66.300000
0.021092	66.300000
0.021130	66.300000
0.021218	66.300000
0.021257	66.300000
0.021232	66.300000
0.021223	66.300000
0.021238	66.300000
0.021247	66.300000
0.021248	66.300000
0.021197	66.300000
0.021078	66.300000
0.020953	66.300000
0.020820	66.300000
0.020766	66.300000
0.020814	66.300000
0.020814	66.300000
0.020752	66.300000
0.020735	66.300000
0.020774	66.300000
0.020754	66.300000
0.020662	66.300000
0.020635	66.300000
0.020690	66.300000
0.020773	66.300000
0.020890	66.300000
0.020945	66.300000
0.020925	66.300000
0.020859	66.300000
0.020739	66.300000
0.020522	66.300000
0.020189	66.300000
0.019927	66.300000
0.019747	66.300000
0.019565	66.300000
0.019381	66.300000
0.019223	66.300000
0.019097	66.300000
0.018958	66.300000
0.018805	66.300000
0.018628	66.300000
0.018424	66.300000
0.018252	66.300000
0.018115	66.300000
0.017981	66.300000
0.017850	66.300000
0.017648	66.300000
0.017365	66.300000
0.017077	66.300000
0.016781	66.300000
0.016451	66.300000
0.016081	66.300000
0.015625	66.300000
0.015075	66.300000
0.014628	66.300000
0.014292	66.300000
0.013914	66.300000
0.013491	66.300000
0.012995	66.300000
0.012421	66.300000
0.011683	66.300000
0.010773	66.300000
0.009837	66.300000
0.008873	66.300000
0.007921	66.300000
0.006980	66.300000
0.006058	66.300000
0.005156	66.300000
0.004241	66.300000
0.003314	66.300000
0.002454	66.300000
0.001661	66.300000
0.000857	66.300000
0.000044	66.300000
-0.000631	66.300000
-0.001168	66.300000
-0.001606	66.300000
-0.001945	66.300000
-0.002200	66.300000
-0.002372	66.300000
-0.002486	66.300000
-0.002543	66.300000
-0.002500	66.300000
-0.002362	66.300000
-0.002215	66.300000
-0.002062	66.300000
-0.001786	66.300000
-0.001392	66.300000
