kamy	mass
0.004544	45.400000
0.005178	45.400000
0.006357	45.400000
0.008493	45.400000
0.010871	45.400000
0.013511	45.400000
0.015297	45.400000
0.017375	45.400000
0.020470	45.400000
0.022538	45.400000
0.024983	45.400000
0.028370	45.400000
0.031199	45.400000
0.034111	45.400000
0.036505	45.400000
0.039128	45.400000
0.041657	45.400000
0.043583	45.400000
0.046187	45.400000
0.048390	45.400000
0.051017	45.400000
0.053509	45.400000
0.055417	45.400000
0.056859	45.400000
0.057818	45.400000
0.059230	45.400000
0.060115	45.400000
0.060953	45.400000
0.061561	45.400000
0.061615	45.400000
0.061285	45.400000
0.060738	45.400000
0.059760	45.400000
0.058460	45.400000
0.056717	45.400000
0.054933	45.400000
0.053618	45.400000
0.052397	45.400000
0.050811	45.400000
0.049739	45.400000
0.049049	45.400000
0.048885	45.400000
0.049355	45.400000
0.049668	45.400000
0.049735	45.400000
0.049920	45.400000
0.050090	45.400000
0.050707	45.400000
0.051155	45.400000
0.051884	45.400000
0.052506	45.400000
0.052748	45.400000
0.052881	45.400000
0.053578	45.400000
0.053940	45.400000
0.054218	45.400000
0.054389	45.400000
0.054624	45.400000
0.054712	45.400000
0.054564	45.400000
0.054140	45.400000
0.054353	45.400000
0.054435	45.400000
0.054955	45.400000
0.055268	45.400000
0.055444	45.400000
0.055795	45.400000
0.055486	45.400000
0.055427	45.400000
0.055359	45.400000
0.055294	45.400000
0.055007	45.400000
0.054589	45.400000
0.053882	45.400000
0.052962	45.400000
0.052403	45.400000
0.051694	45.400000
0.050482	45.400000
0.049364	45.400000
0.048010	45.400000
0.046951	45.400000
0.045984	45.400000
0.043974	45.400000
0.041800	45.400000
0.038654	45.400000
0.035449	45.400000
0.032093	45.400000
0.028452	45.400000
0.024668	45.400000
0.021575	45.400000
0.018680	45.400000
0.016153	45.400000
0.013522	45.400000
0.011951	45.400000
0.009554	45.400000
0.007685	45.400000
-0.001200	45.400000
-0.001234	45.400000
