kamy	mass
0.006253	45.400000
0.009103	45.400000
0.013508	45.400000
0.017052	45.400000
0.019914	45.400000
0.024153	45.400000
0.029662	45.400000
0.032968	45.400000
0.033851	45.400000
0.035844	45.400000
0.037749	45.400000
0.038782	45.400000
0.040247	45.400000
0.041939	45.400000
0.044193	45.400000
0.046365	45.400000
0.048204	45.400000
0.049846	45.400000
0.051547	45.400000
0.053641	45.400000
0.055190	45.400000
0.056103	45.400000
0.056154	45.400000
0.056087	45.400000
0.056633	45.400000
0.056357	45.400000
0.056339	45.400000
0.056152	45.400000
0.055778	45.400000
0.054855	45.400000
0.053667	45.400000
0.052590	45.400000
0.051854	45.400000
0.050905	45.400000
0.050008	45.400000
0.048597	45.400000
0.047807	45.400000
0.047476	45.400000
0.047169	45.400000
0.046985	45.400000
0.047099	45.400000
0.047022	45.400000
0.047202	45.400000
0.047387	45.400000
0.047707	45.400000
0.047624	45.400000
0.048131	45.400000
0.048193	45.400000
0.048706	45.400000
0.049321	45.400000
0.050052	45.400000
0.051397	45.400000
0.052442	45.400000
0.053041	45.400000
0.053752	45.400000
0.054075	45.400000
0.054576	45.400000
0.054635	45.400000
0.054497	45.400000
0.054856	45.400000
0.055348	45.400000
0.055322	45.400000
0.055429	45.400000
0.054628	45.400000
0.054229	45.400000
0.054016	45.400000
0.053789	45.400000
0.053408	45.400000
0.052861	45.400000
0.051974	45.400000
0.051552	45.400000
0.051490	45.400000
