kamy	mass
-0.005288	85.800000
-0.002292	85.800000
0.000870	85.800000
0.003580	85.800000
0.006006	85.800000
0.010078	85.800000
0.014320	85.800000
0.016472	85.800000
0.017943	85.800000
0.018606	85.800000
0.018836	85.800000
0.018257	85.800000
0.017245	85.800000
0.017337	85.800000
0.018637	85.800000
0.020060	85.800000
0.021700	85.800000
0.023066	85.800000
0.023333	85.800000
0.022770	85.800000
0.022223	85.800000
0.021237	85.800000
0.020445	85.800000
0.019763	85.800000
0.019451	85.800000
0.019265	85.800000
0.019265	85.800000
0.018984	85.800000
0.019262	85.800000
0.019266	85.800000
0.019068	85.800000
0.019036	85.800000
0.018877	85.800000
0.018552	85.800000
0.018434	85.800000
0.018350	85.800000
0.018401	85.800000
0.018268	85.800000
0.018160	85.800000
0.017820	85.800000
0.017587	85.800000
0.017352	85.800000
0.017295	85.800000
0.017358	85.800000
0.017569	85.800000
0.017641	85.800000
0.017660	85.800000
0.017940	85.800000
0.017973	85.800000
0.018115	85.800000
0.018177	85.800000
0.018314	85.800000
0.018453	85.800000
0.018672	85.800000
0.018732	85.800000
0.019140	85.800000
0.019481	85.800000
0.019716	85.800000
0.019939	85.800000
0.019879	85.800000
0.020083	85.800000
0.020356	85.800000
0.020390	85.800000
0.020253	85.800000
0.020055	85.800000
0.019723	85.800000
0.019134	85.800000
0.018461	85.800000
0.017913	85.800000
0.016859	85.800000
0.015853	85.800000
0.014483	85.800000
0.013152	85.800000
0.011686	85.800000
0.010309	85.800000
0.008476	85.800000
0.006684	85.800000
0.004817	85.800000
0.003207	85.800000
0.001665	85.800000
0.000188	85.800000
-0.000871	85.800000
-0.001875	85.800000
-0.002372	85.800000
-0.002474	85.800000
-0.000409	85.800000
-0.000376	85.800000
