kamy	mass
-0.006066	67.700000
-0.006805	67.700000
-0.007368	67.700000
-0.007659	67.700000
-0.007874	67.700000
-0.007972	67.700000
-0.007964	67.700000
-0.007795	67.700000
-0.007310	67.700000
-0.006351	67.700000
-0.005244	67.700000
-0.003917	67.700000
-0.002526	67.700000
-0.001040	67.700000
0.000470	67.700000
0.002016	67.700000
0.003308	67.700000
0.004228	67.700000
0.004866	67.700000
0.005094	67.700000
0.005311	67.700000
0.005512	67.700000
0.005664	67.700000
0.005748	67.700000
0.005762	67.700000
0.005676	67.700000
0.005514	67.700000
0.005245	67.700000
0.005056	67.700000
0.004979	67.700000
0.004778	67.700000
0.004403	67.700000
0.004058	67.700000
0.003754	67.700000
0.003597	67.700000
0.003641	67.700000
0.003670	67.700000
0.003676	67.700000
0.003885	67.700000
0.004368	67.700000
0.005021	67.700000
0.005902	67.700000
0.006776	67.700000
0.007639	67.700000
0.008619	67.700000
0.009754	67.700000
0.010833	67.700000
0.011837	67.700000
0.012795	67.700000
0.013692	67.700000
0.014413	67.700000
0.014906	67.700000
0.015342	67.700000
0.015706	67.700000
0.016017	67.700000
0.016261	67.700000
0.016464	67.700000
0.016616	67.700000
0.016735	67.700000
0.016813	67.700000
0.016816	67.700000
0.016726	67.700000
0.016665	67.700000
0.016642	67.700000
0.016679	67.700000
0.016792	67.700000
0.016912	67.700000
0.017040	67.700000
0.017220	67.700000
0.017464	67.700000
0.017663	67.700000
0.017807	67.700000
0.017934	67.700000
0.018040	67.700000
0.018128	67.700000
0.018195	67.700000
0.018293	67.700000
0.018425	67.700000
0.018527	67.700000
0.018595	67.700000
0.018601	67.700000
0.018534	67.700000
0.018468	67.700000
0.018404	67.700000
0.018327	67.700000
0.018237	67.700000
0.018110	67.700000
0.017940	67.700000
0.017801	67.700000
0.017697	67.700000
0.017698	67.700000
0.017816	67.700000
0.017990	67.700000
0.018224	67.700000
0.018503	67.700000
0.018833	67.700000
0.019092	67.700000
0.019273	67.700000
0.019402	67.700000
0.019474	67.700000
0.019479	67.700000
0.019413	67.700000
0.019291	67.700000
0.019109	67.700000
0.018948	67.700000
0.018808	67.700000
0.018735	67.700000
0.018732	67.700000
0.018837	67.700000
0.019055	67.700000
0.019309	67.700000
0.019599	67.700000
0.019917	67.700000
0.020264	67.700000
0.020591	67.700000
0.020899	67.700000
0.021165	67.700000
0.021388	67.700000
0.021596	67.700000
0.021790	67.700000
0.021990	67.700000
0.022196	67.700000
0.022315	67.700000
0.022346	67.700000
0.022369	67.700000
0.022384	67.700000
0.022410	67.700000
0.022448	67.700000
0.022377	67.700000
0.022198	67.700000
0.022048	67.700000
0.021924	67.700000
0.021775	67.700000
0.021601	67.700000
0.021410	67.700000
0.021205	67.700000
0.020940	67.700000
0.020619	67.700000
0.020346	67.700000
0.020118	67.700000
0.019859	67.700000
0.019569	67.700000
0.019254	67.700000
0.018916	67.700000
0.018517	67.700000
0.018062	67.700000
0.017530	67.700000
0.016928	67.700000
0.016267	67.700000
0.015552	67.700000
0.014727	67.700000
0.013801	67.700000
0.012851	67.700000
0.011877	67.700000
0.010918	67.700000
0.009974	67.700000
0.009052	67.700000
0.008150	67.700000
0.007344	67.700000
0.006624	67.700000
0.005803	67.700000
0.004892	67.700000
0.004070	67.700000
0.003325	67.700000
0.002791	67.700000
0.002438	67.700000
0.002069	67.700000
0.001685	67.700000
0.001324	67.700000
0.000985	67.700000
0.000621	67.700000
0.000235	67.700000
-0.000294	67.700000
-0.000945	67.700000
-0.001454	67.700000
-0.001844	67.700000
-0.002237	67.700000
-0.002632	67.700000
-0.002779	67.700000
-0.002720	67.700000
-0.002574	67.700000
-0.002358	67.700000
-0.002170	67.700000
-0.002006	67.700000
-0.001527	67.700000
-0.000794	67.700000
