kamy	mass
0.000094	67.700000
-0.000481	67.700000
-0.000791	67.700000
-0.000854	67.700000
-0.000852	67.700000
-0.000789	67.700000
-0.000503	67.700000
-0.000010	67.700000
0.000658	67.700000
0.001487	67.700000
0.002503	67.700000
0.003689	67.700000
0.004919	67.700000
0.006188	67.700000
0.007909	67.700000
0.010036	67.700000
0.012213	67.700000
0.014434	67.700000
0.015841	67.700000
0.016525	67.700000
0.017227	67.700000
0.017945	67.700000
0.018736	67.700000
0.019591	67.700000
0.019890	67.700000
0.019704	67.700000
0.019758	67.700000
0.020023	67.700000
0.020049	67.700000
0.019871	67.700000
0.019677	67.700000
0.019470	67.700000
0.019272	67.700000
0.019084	67.700000
0.019073	67.700000
0.019212	67.700000
0.019543	67.700000
0.020037	67.700000
0.020659	67.700000
0.021387	67.700000
0.022061	67.700000
0.022688	67.700000
0.023370	67.700000
0.024096	67.700000
0.024791	67.700000
0.025460	67.700000
0.026110	67.700000
0.026745	67.700000
0.027159	67.700000
0.027395	67.700000
0.027621	67.700000
0.027839	67.700000
0.028039	67.700000
0.028225	67.700000
0.028449	67.700000
0.028701	67.700000
0.028822	67.700000
0.028839	67.700000
0.028901	67.700000
0.029001	67.700000
0.029148	67.700000
0.029334	67.700000
0.029485	67.700000
0.029610	67.700000
0.029577	67.700000
0.029422	67.700000
0.029288	67.700000
0.029169	67.700000
0.029092	67.700000
0.029047	67.700000
0.029049	67.700000
0.029087	67.700000
0.028892	67.700000
0.028522	67.700000
0.028373	67.700000
0.028389	67.700000
0.028369	67.700000
0.028321	67.700000
0.028388	67.700000
0.028538	67.700000
0.028577	67.700000
0.028534	67.700000
0.028549	67.700000
0.028605	67.700000
0.028674	67.700000
0.028751	67.700000
0.028872	67.700000
0.029024	67.700000
0.029060	67.700000
0.029013	67.700000
0.029048	67.700000
0.029142	67.700000
0.029217	67.700000
0.029278	67.700000
0.029471	67.700000
0.029757	67.700000
0.029881	67.700000
0.029891	67.700000
0.030059	67.700000
0.030337	67.700000
0.030493	67.700000
0.030565	67.700000
0.030671	67.700000
0.030800	67.700000
0.030862	67.700000
0.030878	67.700000
0.030874	67.700000
0.030857	67.700000
0.030925	67.700000
0.031050	67.700000
0.031128	67.700000
0.031174	67.700000
0.031131	67.700000
0.031029	67.700000
0.030922	67.700000
0.030813	67.700000
0.030768	67.700000
0.030765	67.700000
0.030752	67.700000
0.030733	67.700000
0.030645	67.700000
0.030511	67.700000
0.030486	67.700000
0.030531	67.700000
0.030507	67.700000
0.030440	67.700000
0.030477	67.700000
0.030580	67.700000
0.030528	67.700000
0.030379	67.700000
0.030288	67.700000
0.030234	67.700000
0.030168	67.700000
0.030094	67.700000
0.030071	67.700000
0.030078	67.700000
0.029919	67.700000
0.029656	67.700000
0.029494	67.700000
0.029395	67.700000
0.029341	67.700000
0.029316	67.700000
0.029301	67.700000
0.029292	67.700000
0.029195	67.700000
0.029045	67.700000
0.028856	67.700000
0.028642	67.700000
0.028470	67.700000
0.028323	67.700000
0.028204	67.700000
0.028103	67.700000
0.027785	67.700000
0.027339	67.700000
0.026996	67.700000
0.026714	67.700000
0.026394	67.700000
0.026054	67.700000
0.025753	67.700000
0.025473	67.700000
0.024895	67.700000
0.024145	67.700000
0.023486	67.700000
0.022877	67.700000
0.022173	67.700000
0.021413	67.700000
0.020708	67.700000
0.020032	67.700000
0.019103	67.700000
0.018033	67.700000
0.017112	67.700000
0.016274	67.700000
0.015433	67.700000
0.014591	67.700000
0.013634	67.700000
0.012614	67.700000
0.011574	67.700000
0.010521	67.700000
0.009733	67.700000
0.009086	67.700000
0.008371	67.700000
0.007620	67.700000
0.006896	67.700000
0.006186	67.700000
0.005522	67.700000
0.004883	67.700000
0.004474	67.700000
0.004186	67.700000
0.003770	67.700000
0.003288	67.700000
0.002827	67.700000
0.002375	67.700000
0.001932	67.700000
0.001494	67.700000
0.001204	67.700000
0.000989	67.700000
0.000732	67.700000
0.000453	67.700000
0.000231	67.700000
0.000036	67.700000
-0.000350	67.700000
-0.000831	67.700000
-0.001175	67.700000
-0.001449	67.700000
-0.001513	67.700000
-0.001472	67.700000
-0.001109	67.700000
-0.000587	67.700000
