kamy	mass
-0.005433	85.800000
-0.005653	85.800000
-0.003479	85.800000
-0.001210	85.800000
0.000282	85.800000
0.001348	85.800000
0.003960	85.800000
0.006881	85.800000
0.007385	85.800000
0.008584	85.800000
0.010556	85.800000
0.010508	85.800000
0.010586	85.800000
0.011297	85.800000
0.012149	85.800000
0.013592	85.800000
0.015968	85.800000
0.018535	85.800000
0.020784	85.800000
0.021786	85.800000
0.022237	85.800000
0.022104	85.800000
0.021554	85.800000
0.021195	85.800000
0.020969	85.800000
0.020967	85.800000
0.021192	85.800000
0.021435	85.800000
0.021536	85.800000
0.021698	85.800000
0.021768	85.800000
0.021776	85.800000
0.021753	85.800000
0.021622	85.800000
0.021397	85.800000
0.021099	85.800000
0.020872	85.800000
0.020964	85.800000
0.021118	85.800000
0.021119	85.800000
0.021037	85.800000
0.021285	85.800000
0.021253	85.800000
0.021359	85.800000
0.021149	85.800000
0.020983	85.800000
0.021066	85.800000
0.020894	85.800000
0.020855	85.800000
0.020908	85.800000
0.021232	85.800000
0.021522	85.800000
0.021771	85.800000
0.022258	85.800000
0.022420	85.800000
0.022530	85.800000
0.022343	85.800000
0.022288	85.800000
0.022119	85.800000
0.021752	85.800000
0.021393	85.800000
0.020877	85.800000
0.020342	85.800000
0.019603	85.800000
0.018630	85.800000
0.017758	85.800000
0.016460	85.800000
0.015183	85.800000
0.013650	85.800000
0.011612	85.800000
0.009714	85.800000
0.007680	85.800000
0.005461	85.800000
0.003455	85.800000
0.001587	85.800000
-0.000036	85.800000
-0.001521	85.800000
-0.002435	85.800000
-0.003066	85.800000
-0.002939	85.800000
-0.002354	85.800000
-0.000391	85.800000
-0.000094	85.800000
