kamy	mass
0.001448	54.900000
-0.001367	54.900000
0.002281	54.900000
0.006493	54.900000
0.006884	54.900000
0.010694	54.900000
0.015589	54.900000
0.020337	54.900000
0.023407	54.900000
0.024733	54.900000
0.025495	54.900000
0.027262	54.900000
0.029427	54.900000
0.030835	54.900000
0.031826	54.900000
0.032220	54.900000
0.032853	54.900000
0.032988	54.900000
0.032993	54.900000
0.032735	54.900000
0.032602	54.900000
0.031702	54.900000
0.031027	54.900000
0.030080	54.900000
0.029664	54.900000
0.029340	54.900000
0.029142	54.900000
0.029306	54.900000
0.029026	54.900000
0.028461	54.900000
0.027690	54.900000
0.026852	54.900000
0.025999	54.900000
0.025075	54.900000
0.024738	54.900000
0.024446	54.900000
0.024319	54.900000
0.024477	54.900000
0.024195	54.900000
0.024204	54.900000
0.024428	54.900000
0.024333	54.900000
0.024436	54.900000
0.024672	54.900000
0.024534	54.900000
0.024511	54.900000
0.024389	54.900000
0.024356	54.900000
0.024413	54.900000
0.024662	54.900000
0.024646	54.900000
0.024951	54.900000
0.024569	54.900000
0.024500	54.900000
0.023992	54.900000
0.023465	54.900000
0.022957	54.900000
0.022441	54.900000
0.021908	54.900000
0.021266	54.900000
0.020736	54.900000
0.019890	54.900000
0.018912	54.900000
0.018122	54.900000
0.017135	54.900000
0.015743	54.900000
0.014197	54.900000
0.012427	54.900000
0.009844	54.900000
0.007091	54.900000
0.004523	54.900000
0.003029	54.900000
0.002622	54.900000
-0.000466	54.900000
-0.000498	54.900000
